split,prediction_model,reconstruction_variant,diagnostic_name,failure_mode,n_failure,n_reference,failure_median,reference_median,median_delta,median_ratio,cliffs_delta
test,majority,mlp_ae@16,top1_volume_sum_mae,opposite_direction_vs_not,0,1152,,0.5431697964668274,,,
test,majority,mlp_ae@16,top1_volume_sum_mae,low_confidence_vs_high_confidence,1152,1152,0.5431697964668274,0.5431697964668274,0.0,1.0,0.0
test,majority,mlp_ae@16,top1_volume_sum_mae,non_neutral_missed_vs_detected,410,0,0.5391702651977539,,,,
test,majority,mlp_ae@16,top5_volume_sum_mae,incorrect_vs_correct,410,742,1.1813154220581055,1.2584574818611145,-0.07714205980300903,0.9387010996279948,-0.07422260206429558
test,majority,mlp_ae@16,top5_volume_sum_mae,opposite_direction_vs_not,0,1152,,1.2253754138946533,,,
test,majority,mlp_ae@16,top5_volume_sum_mae,low_confidence_vs_high_confidence,1152,1152,1.2253754138946533,1.2253754138946533,0.0,1.0,0.0
test,majority,mlp_ae@16,top5_volume_sum_mae,non_neutral_missed_vs_detected,410,0,1.1813154220581055,,,,
test,majority,mlp_ae@32,normalized_mse,incorrect_vs_correct,410,742,0.3246590495109558,0.4045375138521194,-0.07987846434116358,0.8025437404295624,-0.1505226480836237
test,majority,mlp_ae@32,normalized_mse,opposite_direction_vs_not,0,1152,,0.3855041414499283,,,
test,majority,mlp_ae@32,normalized_mse,low_confidence_vs_high_confidence,1152,1152,0.3855041414499283,0.3855041414499283,0.0,1.0,0.0
test,majority,mlp_ae@32,normalized_mse,non_neutral_missed_vs_detected,410,0,0.3246590495109558,,,,
test,majority,mlp_ae@32,top_of_book_mse,incorrect_vs_correct,410,742,0.4133542031049728,0.447286993265152,-0.033932790160179194,0.9241364254469527,-0.05969364275853001
test,majority,mlp_ae@32,top_of_book_mse,opposite_direction_vs_not,0,1152,,0.4336148649454117,,,
test,majority,mlp_ae@32,top_of_book_mse,low_confidence_vs_high_confidence,1152,1152,0.4336148649454117,0.4336148649454117,0.0,1.0,0.0
test,majority,mlp_ae@32,top_of_book_mse,non_neutral_missed_vs_detected,410,0,0.4133542031049728,,,,
test,majority,mlp_ae@32,last_step_mse,incorrect_vs_correct,410,742,0.3776352554559707,0.46541813015937805,-0.08778287470340734,0.8113892239794206,-0.1640589047399908
test,majority,mlp_ae@32,last_step_mse,opposite_direction_vs_not,0,1152,,0.4291705936193466,,,
test,majority,mlp_ae@32,last_step_mse,low_confidence_vs_high_confidence,1152,1152,0.4291705936193466,0.4291705936193466,0.0,1.0,0.0
test,majority,mlp_ae@32,last_step_mse,non_neutral_missed_vs_detected,410,0,0.3776352554559707,,,,
test,majority,mlp_ae@32,midprice_mae,incorrect_vs_correct,410,742,0.050440173596143695,0.0492884404957294,0.001151733100414297,1.0233672051464904,0.024370521333245677
test,majority,mlp_ae@32,midprice_mae,opposite_direction_vs_not,0,1152,,0.04971668310463425,,,
test,majority,mlp_ae@32,midprice_mae,low_confidence_vs_high_confidence,1152,1152,0.04971668310463425,0.04971668310463425,0.0,1.0,0.0
test,majority,mlp_ae@32,midprice_mae,non_neutral_missed_vs_detected,410,0,0.050440173596143695,,,,
test,majority,mlp_ae@32,top1_volume_sum_mae,incorrect_vs_correct,410,742,0.49851152300834656,0.5364165008068085,-0.037904977798461914,0.929336667046129,-0.01717178357767405
test,majority,mlp_ae@32,top1_volume_sum_mae,opposite_direction_vs_not,0,1152,,0.5257938802242279,,,
test,majority,mlp_ae@32,top1_volume_sum_mae,low_confidence_vs_high_confidence,1152,1152,0.5257938802242279,0.5257938802242279,0.0,1.0,0.0
test,majority,mlp_ae@32,top1_volume_sum_mae,non_neutral_missed_vs_detected,410,0,0.49851152300834656,,,,
test,majority,mlp_ae@32,top5_volume_sum_mae,incorrect_vs_correct,410,742,1.0013485550880432,1.187235414981842,-0.18588685989379883,0.8434288115498628,-0.160830977582013
test,majority,mlp_ae@32,top5_volume_sum_mae,opposite_direction_vs_not,0,1152,,1.0921369194984436,,,
test,majority,mlp_ae@32,top5_volume_sum_mae,low_confidence_vs_high_confidence,1152,1152,1.0921369194984436,1.0921369194984436,0.0,1.0,0.0
test,majority,mlp_ae@32,top5_volume_sum_mae,non_neutral_missed_vs_detected,410,0,1.0013485550880432,,,,
test,majority,mlp_ae@64,normalized_mse,incorrect_vs_correct,410,742,0.2893534451723099,0.33952316641807556,-0.050169721245765686,0.8522347627260619,-0.1269410295181119
test,majority,mlp_ae@64,normalized_mse,opposite_direction_vs_not,0,1152,,0.32214711606502533,,,
test,majority,mlp_ae@64,normalized_mse,low_confidence_vs_high_confidence,1152,1152,0.32214711606502533,0.32214711606502533,0.0,1.0,0.0
test,majority,mlp_ae@64,normalized_mse,non_neutral_missed_vs_detected,410,0,0.2893534451723099,,,,
test,majority,mlp_ae@64,top_of_book_mse,incorrect_vs_correct,410,742,0.3191634714603424,0.35611648857593536,-0.03695301711559296,0.89623334414151,-0.04752481756623496
test,majority,mlp_ae@64,top_of_book_mse,opposite_direction_vs_not,0,1152,,0.34197756648063654,,,
test,majority,mlp_ae@64,top_of_book_mse,low_confidence_vs_high_confidence,1152,1152,0.34197756648063654,0.34197756648063654,0.0,1.0,0.0
test,majority,mlp_ae@64,top_of_book_mse,non_neutral_missed_vs_detected,410,0,0.3191634714603424,,,,
test,majority,mlp_ae@64,last_step_mse,incorrect_vs_correct,410,742,0.31869009137153625,0.40740877389907837,-0.08871868252754211,0.7822366914721401,-0.1592268752876208
test,majority,mlp_ae@64,last_step_mse,opposite_direction_vs_not,0,1152,,0.3787684589624405,,,
test,majority,mlp_ae@64,last_step_mse,low_confidence_vs_high_confidence,1152,1152,0.3787684589624405,0.3787684589624405,0.0,1.0,0.0
test,majority,mlp_ae@64,last_step_mse,non_neutral_missed_vs_detected,410,0,0.31869009137153625,,,,
test,majority,mlp_ae@64,midprice_mae,incorrect_vs_correct,410,742,0.04352661594748495,0.04484172537922855,-0.001315109431743601,0.9706721937967003,-0.03701268818618105
test,majority,mlp_ae@64,midprice_mae,opposite_direction_vs_not,0,1152,,0.04451229795813555,,,
test,majority,mlp_ae@64,midprice_mae,low_confidence_vs_high_confidence,1152,1152,0.04451229795813555,0.04451229795813555,0.0,1.0,0.0
test,majority,mlp_ae@64,midprice_mae,non_neutral_missed_vs_detected,410,0,0.04352661594748495,,,,
test,majority,mlp_ae@64,top1_volume_sum_mae,incorrect_vs_correct,410,742,0.4594775438308716,0.47535179555416107,-0.01587425172328949,0.9666052555775383,-0.031115639997370326
test,majority,mlp_ae@64,top1_volume_sum_mae,opposite_direction_vs_not,0,1152,,0.46950268745422363,,,
test,majority,mlp_ae@64,top1_volume_sum_mae,low_confidence_vs_high_confidence,1152,1152,0.46950268745422363,0.46950268745422363,0.0,1.0,0.0
test,majority,mlp_ae@64,top1_volume_sum_mae,non_neutral_missed_vs_detected,410,0,0.4594775438308716,,,,
test,majority,mlp_ae@64,top5_volume_sum_mae,incorrect_vs_correct,410,742,0.9613456726074219,1.1535993218421936,-0.19225364923477173,0.833344519544481,-0.16797712181973573
test,majority,mlp_ae@64,top5_volume_sum_mae,opposite_direction_vs_not,0,1152,,1.0929215550422668,,,
test,majority,mlp_ae@64,top5_volume_sum_mae,low_confidence_vs_high_confidence,1152,1152,1.0929215550422668,1.0929215550422668,0.0,1.0,0.0
test,majority,mlp_ae@64,top5_volume_sum_mae,non_neutral_missed_vs_detected,410,0,0.9613456726074219,,,,
test,majority,pca@128,normalized_mse,incorrect_vs_correct,410,742,0.1074777506291866,0.09503503888845441,0.012442711740732193,1.1309276229721608,0.03645388205903623
test,majority,pca@128,normalized_mse,opposite_direction_vs_not,0,1152,,0.09898876026272771,,,
test,majority,pca@128,normalized_mse,low_confidence_vs_high_confidence,1152,1152,0.09898876026272771,0.09898876026272771,0.0,1.0,0.0
test,majority,pca@128,normalized_mse,non_neutral_missed_vs_detected,410,0,0.1074777506291866,,,,
test,majority,pca@128,top_of_book_mse,incorrect_vs_correct,410,742,0.1169386506080627,0.09786746278405184,0.019071187824010863,1.1948675002037412,0.1381303004404707
test,majority,pca@128,top_of_book_mse,opposite_direction_vs_not,0,1152,,0.10345967113971705,,,
test,majority,pca@128,top_of_book_mse,low_confidence_vs_high_confidence,1152,1152,0.10345967113971705,0.10345967113971705,0.0,1.0,0.0
test,majority,pca@128,top_of_book_mse,non_neutral_missed_vs_detected,410,0,0.1169386506080627,,,,
test,majority,pca@128,last_step_mse,incorrect_vs_correct,410,742,0.1255392581224441,0.10106595605611796,0.02447330206632614,1.242151789003382,0.0709092104398133
test,majority,pca@128,last_step_mse,opposite_direction_vs_not,0,1152,,0.10695658251643181,,,
test,majority,pca@128,last_step_mse,low_confidence_vs_high_confidence,1152,1152,0.10695658251643181,0.10695658251643181,0.0,1.0,0.0
test,majority,pca@128,last_step_mse,non_neutral_missed_vs_detected,410,0,0.1255392581224441,,,,
test,majority,pca@128,midprice_mae,incorrect_vs_correct,410,742,0.01485908869653935,0.014325377997010901,0.0005337106995284488,1.0372563083249748,0.011366774045098942
test,majority,pca@128,midprice_mae,opposite_direction_vs_not,0,1152,,0.0146112008951604,,,
test,majority,pca@128,midprice_mae,low_confidence_vs_high_confidence,1152,1152,0.0146112008951604,0.0146112008951604,0.0,1.0,0.0
test,majority,pca@128,midprice_mae,non_neutral_missed_vs_detected,410,0,0.01485908869653935,,,,
test,majority,pca@128,top1_volume_sum_mae,incorrect_vs_correct,410,742,0.28346543014049524,0.23939394950866694,0.04407148063182831,1.1840960505571707,0.1635198211820393
test,majority,pca@128,top1_volume_sum_mae,opposite_direction_vs_not,0,1152,,0.25213097035884857,,,
test,majority,pca@128,top1_volume_sum_mae,low_confidence_vs_high_confidence,1152,1152,0.25213097035884857,0.25213097035884857,0.0,1.0,0.0
test,majority,pca@128,top1_volume_sum_mae,non_neutral_missed_vs_detected,410,0,0.28346543014049524,,,,
test,majority,pca@128,top5_volume_sum_mae,incorrect_vs_correct,410,742,0.5412995219230652,0.5078441202640533,0.03345540165901184,1.0658773043224694,0.06667543225297481
test,majority,pca@128,top5_volume_sum_mae,opposite_direction_vs_not,0,1152,,0.5199245810508728,,,
test,majority,pca@128,top5_volume_sum_mae,low_confidence_vs_high_confidence,1152,1152,0.5199245810508728,0.5199245810508728,0.0,1.0,0.0
test,majority,pca@128,top5_volume_sum_mae,non_neutral_missed_vs_detected,410,0,0.5412995219230652,,,,
test,majority,pca@16,normalized_mse,incorrect_vs_correct,410,742,0.3898412585258484,0.44635047018527985,-0.05650921165943146,0.8733972171330423,-0.143889290644928
test,majority,pca@16,normalized_mse,opposite_direction_vs_not,0,1152,,0.43697191774845123,,,
test,majority,pca@16,normalized_mse,low_confidence_vs_high_confidence,1152,1152,0.43697191774845123,0.43697191774845123,0.0,1.0,0.0
test,majority,pca@16,normalized_mse,non_neutral_missed_vs_detected,410,0,0.3898412585258484,,,,
test,majority,pca@16,top_of_book_mse,incorrect_vs_correct,410,742,0.27655409276485443,0.30275657773017883,-0.026202484965324402,0.9134536228353181,-0.024455985799750182
test,majority,pca@16,top_of_book_mse,opposite_direction_vs_not,0,1152,,0.2911730706691742,,,
test,majority,pca@16,top_of_book_mse,low_confidence_vs_high_confidence,1152,1152,0.2911730706691742,0.2911730706691742,0.0,1.0,0.0
test,majority,pca@16,top_of_book_mse,non_neutral_missed_vs_detected,410,0,0.27655409276485443,,,,
test,majority,pca@16,last_step_mse,incorrect_vs_correct,410,742,0.4305046051740646,0.546960175037384,-0.11645556986331945,0.7870858333417787,-0.1571691539017816
test,majority,pca@16,last_step_mse,opposite_direction_vs_not,0,1152,,0.49501860141754145,,,
test,majority,pca@16,last_step_mse,low_confidence_vs_high_confidence,1152,1152,0.49501860141754145,0.49501860141754145,0.0,1.0,0.0
test,majority,pca@16,last_step_mse,non_neutral_missed_vs_detected,410,0,0.4305046051740646,,,,
test,majority,pca@16,midprice_mae,incorrect_vs_correct,410,742,0.0102373510599136,0.0124508035369217,-0.002213452477008099,0.8222241263028276,-0.1255538754848465
test,majority,pca@16,midprice_mae,opposite_direction_vs_not,0,1152,,0.01124996459111565,,,
test,majority,pca@16,midprice_mae,low_confidence_vs_high_confidence,1152,1152,0.01124996459111565,0.01124996459111565,0.0,1.0,0.0
test,majority,pca@16,midprice_mae,non_neutral_missed_vs_detected,410,0,0.0102373510599136,,,,
test,majority,pca@16,top1_volume_sum_mae,incorrect_vs_correct,410,742,0.48282957077026367,0.49620321393013,-0.013373643159866333,0.973048052119732,-0.027180987443297614
test,majority,pca@16,top1_volume_sum_mae,opposite_direction_vs_not,0,1152,,0.49248136579990387,,,
test,majority,pca@16,top1_volume_sum_mae,low_confidence_vs_high_confidence,1152,1152,0.49248136579990387,0.49248136579990387,0.0,1.0,0.0
test,majority,pca@16,top1_volume_sum_mae,non_neutral_missed_vs_detected,410,0,0.48282957077026367,,,,
test,majority,pca@16,top5_volume_sum_mae,incorrect_vs_correct,410,742,0.936198592185974,0.9443473219871522,-0.0081487298011782,0.9913710457885017,0.0003155611070935507
test,majority,pca@16,top5_volume_sum_mae,opposite_direction_vs_not,0,1152,,0.9434769451618195,,,
test,majority,pca@16,top5_volume_sum_mae,low_confidence_vs_high_confidence,1152,1152,0.9434769451618195,0.9434769451618195,0.0,1.0,0.0
test,majority,pca@16,top5_volume_sum_mae,non_neutral_missed_vs_detected,410,0,0.936198592185974,,,,
test,majority,pca@32,normalized_mse,incorrect_vs_correct,410,742,0.28781208395957947,0.29999832808971405,-0.012186244130134583,0.9593789598504352,-0.07793701926237591
test,majority,pca@32,normalized_mse,opposite_direction_vs_not,0,1152,,0.29233324527740473,,,
test,majority,pca@32,normalized_mse,low_confidence_vs_high_confidence,1152,1152,0.29233324527740473,0.29233324527740473,0.0,1.0,0.0
test,majority,pca@32,normalized_mse,non_neutral_missed_vs_detected,410,0,0.28781208395957947,,,,
test,majority,pca@32,top_of_book_mse,incorrect_vs_correct,410,742,0.223429337143898,0.21897887438535685,0.004450462758541163,1.0203237082619636,0.033784761028203276
test,majority,pca@32,top_of_book_mse,opposite_direction_vs_not,0,1152,,0.2221988961100578,,,
test,majority,pca@32,top_of_book_mse,low_confidence_vs_high_confidence,1152,1152,0.2221988961100578,0.2221988961100578,0.0,1.0,0.0
test,majority,pca@32,top_of_book_mse,non_neutral_missed_vs_detected,410,0,0.223429337143898,,,,
test,majority,pca@32,last_step_mse,incorrect_vs_correct,410,742,0.33180624246597284,0.39341628551483154,-0.0616100430488587,0.8433973241137318,-0.1046216553809743
test,majority,pca@32,last_step_mse,opposite_direction_vs_not,0,1152,,0.3750746548175812,,,
test,majority,pca@32,last_step_mse,low_confidence_vs_high_confidence,1152,1152,0.3750746548175812,0.3750746548175812,0.0,1.0,0.0
test,majority,pca@32,last_step_mse,non_neutral_missed_vs_detected,410,0,0.33180624246597284,,,,
test,majority,pca@32,midprice_mae,incorrect_vs_correct,410,742,0.0066191542427986,0.0067537301219999,-0.00013457587920129993,0.9800738441172048,-0.033225954901058445
test,majority,pca@32,midprice_mae,opposite_direction_vs_not,0,1152,,0.00670785293914375,,,
test,majority,pca@32,midprice_mae,low_confidence_vs_high_confidence,1152,1152,0.00670785293914375,0.00670785293914375,0.0,1.0,0.0
test,majority,pca@32,midprice_mae,non_neutral_missed_vs_detected,410,0,0.0066191542427986,,,,
test,majority,pca@32,top1_volume_sum_mae,incorrect_vs_correct,410,742,0.4273776710033417,0.41136667132377625,0.01601099967956543,1.0389214800218065,0.03152323976069949
test,majority,pca@32,top1_volume_sum_mae,opposite_direction_vs_not,0,1152,,0.417543962597847,,,
test,majority,pca@32,top1_volume_sum_mae,low_confidence_vs_high_confidence,1152,1152,0.417543962597847,0.417543962597847,0.0,1.0,0.0
test,majority,pca@32,top1_volume_sum_mae,non_neutral_missed_vs_detected,410,0,0.4273776710033417,,,,
test,majority,pca@32,top5_volume_sum_mae,incorrect_vs_correct,410,742,0.9066239595413208,0.844853937625885,0.06177002191543579,1.073113255634477,0.028130957859443823
test,majority,pca@32,top5_volume_sum_mae,opposite_direction_vs_not,0,1152,,0.860728532075882,,,
test,majority,pca@32,top5_volume_sum_mae,low_confidence_vs_high_confidence,1152,1152,0.860728532075882,0.860728532075882,0.0,1.0,0.0
test,majority,pca@32,top5_volume_sum_mae,non_neutral_missed_vs_detected,410,0,0.9066239595413208,,,,
test,majority,pca@64,normalized_mse,incorrect_vs_correct,410,742,0.18379211425781244,0.16181974858045575,0.021972365677356692,1.1357829675926865,-0.002978107948195385
test,majority,pca@64,normalized_mse,opposite_direction_vs_not,0,1152,,0.1702937632799148,,,
test,majority,pca@64,normalized_mse,low_confidence_vs_high_confidence,1152,1152,0.1702937632799148,0.1702937632799148,0.0,1.0,0.0
test,majority,pca@64,normalized_mse,non_neutral_missed_vs_detected,410,0,0.18379211425781244,,,,
test,majority,pca@64,top_of_book_mse,incorrect_vs_correct,410,742,0.17132814973592753,0.1432576104998588,0.028070539236068726,1.1959444886601427,0.11999868516205378
test,majority,pca@64,top_of_book_mse,opposite_direction_vs_not,0,1152,,0.149685688316822,,,
test,majority,pca@64,top_of_book_mse,low_confidence_vs_high_confidence,1152,1152,0.149685688316822,0.149685688316822,0.0,1.0,0.0
test,majority,pca@64,top_of_book_mse,non_neutral_missed_vs_detected,410,0,0.17132814973592753,,,,
test,majority,pca@64,last_step_mse,incorrect_vs_correct,410,742,0.22496478259563446,0.22157796472311014,0.003386817872524317,1.0152849940505437,-0.0192097823943199
test,majority,pca@64,last_step_mse,opposite_direction_vs_not,0,1152,,0.22294356673955912,,,
test,majority,pca@64,last_step_mse,low_confidence_vs_high_confidence,1152,1152,0.22294356673955912,0.22294356673955912,0.0,1.0,0.0
test,majority,pca@64,last_step_mse,non_neutral_missed_vs_detected,410,0,0.22496478259563446,,,,
test,majority,pca@64,midprice_mae,incorrect_vs_correct,410,742,0.00867953570559615,0.009135961998254,-0.00045642629265785044,0.9500406971104872,-0.03574386956807574
test,majority,pca@64,midprice_mae,opposite_direction_vs_not,0,1152,,0.008918492123484549,,,
test,majority,pca@64,midprice_mae,low_confidence_vs_high_confidence,1152,1152,0.008918492123484549,0.008918492123484549,0.0,1.0,0.0
test,majority,pca@64,midprice_mae,non_neutral_missed_vs_detected,410,0,0.00867953570559615,,,,
test,majority,pca@64,top1_volume_sum_mae,incorrect_vs_correct,410,742,0.35791414976119995,0.3241471350193023,0.03376701474189764,1.1041718747256146,0.12455459864571691
test,majority,pca@64,top1_volume_sum_mae,opposite_direction_vs_not,0,1152,,0.3351348489522934,,,
test,majority,pca@64,top1_volume_sum_mae,low_confidence_vs_high_confidence,1152,1152,0.3351348489522934,0.3351348489522934,0.0,1.0,0.0
test,majority,pca@64,top1_volume_sum_mae,non_neutral_missed_vs_detected,410,0,0.35791414976119995,,,,
test,majority,pca@64,top5_volume_sum_mae,incorrect_vs_correct,410,742,0.7566494047641754,0.7144196629524231,0.04222974181175232,1.0591105536446646,0.0525014791926895
test,majority,pca@64,top5_volume_sum_mae,opposite_direction_vs_not,0,1152,,0.7234696447849274,,,
test,majority,pca@64,top5_volume_sum_mae,low_confidence_vs_high_confidence,1152,1152,0.7234696447849274,0.7234696447849274,0.0,1.0,0.0
test,majority,pca@64,top5_volume_sum_mae,non_neutral_missed_vs_detected,410,0,0.7566494047641754,,,,
test,majority,pca@8,normalized_mse,incorrect_vs_correct,410,742,0.5244031846523285,0.5693419575691223,-0.04493877291679382,0.9210689247132503,-0.1733087896916705
test,majority,pca@8,normalized_mse,opposite_direction_vs_not,0,1152,,0.550898402929306,,,
test,majority,pca@8,normalized_mse,low_confidence_vs_high_confidence,1152,1152,0.550898402929306,0.550898402929306,0.0,1.0,0.0
test,majority,pca@8,normalized_mse,non_neutral_missed_vs_detected,410,0,0.5244031846523285,,,,
test,majority,pca@8,top_of_book_mse,incorrect_vs_correct,410,742,0.3927590101957321,0.41668760776519775,-0.023928597569465637,0.9425742519730769,-0.07693774242324633
test,majority,pca@8,top_of_book_mse,opposite_direction_vs_not,0,1152,,0.4085398465394974,,,
test,majority,pca@8,top_of_book_mse,low_confidence_vs_high_confidence,1152,1152,0.4085398465394974,0.4085398465394974,0.0,1.0,0.0
test,majority,pca@8,top_of_book_mse,non_neutral_missed_vs_detected,410,0,0.3927590101957321,,,,
test,majority,pca@8,last_step_mse,incorrect_vs_correct,410,742,0.503367155790329,0.6557309925556183,-0.1523638367652893,0.7676427704423838,-0.17880481230688317
test,majority,pca@8,last_step_mse,opposite_direction_vs_not,0,1152,,0.5685266852378845,,,
test,majority,pca@8,last_step_mse,low_confidence_vs_high_confidence,1152,1152,0.5685266852378845,0.5685266852378845,0.0,1.0,0.0
test,majority,pca@8,last_step_mse,non_neutral_missed_vs_detected,410,0,0.503367155790329,,,,
test,majority,pca@8,midprice_mae,incorrect_vs_correct,410,742,0.042500114068388856,0.0567454490810632,-0.014245335012674346,0.7489607493928844,-0.21600815199526657
test,majority,pca@8,midprice_mae,opposite_direction_vs_not,0,1152,,0.0515796728432178,,,
test,majority,pca@8,midprice_mae,low_confidence_vs_high_confidence,1152,1152,0.0515796728432178,0.0515796728432178,0.0,1.0,0.0
test,majority,pca@8,midprice_mae,non_neutral_missed_vs_detected,410,0,0.042500114068388856,,,,
test,majority,pca@8,top1_volume_sum_mae,incorrect_vs_correct,410,742,0.6183567345142365,0.6354120969772339,-0.017055362462997437,0.9731585807948373,-0.0509433962264151
test,majority,pca@8,top1_volume_sum_mae,opposite_direction_vs_not,0,1152,,0.6274766325950623,,,
test,majority,pca@8,top1_volume_sum_mae,low_confidence_vs_high_confidence,1152,1152,0.6274766325950623,0.6274766325950623,0.0,1.0,0.0
test,majority,pca@8,top1_volume_sum_mae,non_neutral_missed_vs_detected,410,0,0.6183567345142365,,,,
test,majority,pca@8,top5_volume_sum_mae,incorrect_vs_correct,410,742,1.3064101338386536,1.431105136871338,-0.12469500303268433,0.9128680347655723,-0.04367891657353231
test,majority,pca@8,top5_volume_sum_mae,opposite_direction_vs_not,0,1152,,1.3704221844673157,,,
test,majority,pca@8,top5_volume_sum_mae,low_confidence_vs_high_confidence,1152,1152,1.3704221844673157,1.3704221844673157,0.0,1.0,0.0
test,majority,pca@8,top5_volume_sum_mae,non_neutral_missed_vs_detected,410,0,1.3064101338386536,,,,
test,majority,train_mean_window,normalized_mse,incorrect_vs_correct,410,742,1.2490489482879639,1.5225558876991272,-0.27350693941116333,0.8203632841192552,-0.16323713102360135
test,majority,train_mean_window,normalized_mse,opposite_direction_vs_not,0,1152,,1.4176284074783325,,,
test,majority,train_mean_window,normalized_mse,low_confidence_vs_high_confidence,1152,1152,1.4176284074783325,1.4176284074783325,0.0,1.0,0.0
test,majority,train_mean_window,normalized_mse,non_neutral_missed_vs_detected,410,0,1.2490489482879639,,,,
test,majority,train_mean_window,top_of_book_mse,incorrect_vs_correct,410,742,2.062999129295349,2.172243595123291,-0.1092444658279419,0.9497089248769351,-0.025428965879955294
test,majority,train_mean_window,top_of_book_mse,opposite_direction_vs_not,0,1152,,2.1585910320281982,,,
test,majority,train_mean_window,top_of_book_mse,low_confidence_vs_high_confidence,1152,1152,2.1585910320281982,2.1585910320281982,0.0,1.0,0.0
test,majority,train_mean_window,top_of_book_mse,non_neutral_missed_vs_detected,410,0,2.062999129295349,,,,
test,majority,train_mean_window,last_step_mse,incorrect_vs_correct,410,742,1.1902475953102112,1.5819190740585327,-0.39167147874832153,0.7524073859584619,-0.22542896587995528
test,majority,train_mean_window,last_step_mse,opposite_direction_vs_not,0,1152,,1.4270981550216675,,,
test,majority,train_mean_window,last_step_mse,low_confidence_vs_high_confidence,1152,1152,1.4270981550216675,1.4270981550216675,0.0,1.0,0.0
test,majority,train_mean_window,last_step_mse,non_neutral_missed_vs_detected,410,0,1.1902475953102112,,,,
test,majority,train_mean_window,midprice_mae,incorrect_vs_correct,410,742,0.224513754248619,0.2235994935035705,0.0009142607450484952,1.0040888319142542,-0.02889027677338768
test,majority,train_mean_window,midprice_mae,opposite_direction_vs_not,0,1152,,0.2236826196312904,,,
test,majority,train_mean_window,midprice_mae,low_confidence_vs_high_confidence,1152,1152,0.2236826196312904,0.2236826196312904,0.0,1.0,0.0
test,majority,train_mean_window,midprice_mae,non_neutral_missed_vs_detected,410,0,0.224513754248619,,,,
test,majority,train_mean_window,top1_volume_sum_mae,incorrect_vs_correct,410,742,0.5754536092281342,0.5727038383483887,0.0027497708797454834,1.0048013837093803,0.011116954835316547
test,majority,train_mean_window,top1_volume_sum_mae,opposite_direction_vs_not,0,1152,,0.5738909542560577,,,
test,majority,train_mean_window,top1_volume_sum_mae,low_confidence_vs_high_confidence,1152,1152,0.5738909542560577,0.5738909542560577,0.0,1.0,0.0
test,majority,train_mean_window,top1_volume_sum_mae,non_neutral_missed_vs_detected,410,0,0.5754536092281342,,,,
test,majority,train_mean_window,top5_volume_sum_mae,incorrect_vs_correct,410,742,2.560056686401367,2.4725314378738403,0.08752524852752686,1.0353990437439253,0.031109065807639207
test,majority,train_mean_window,top5_volume_sum_mae,opposite_direction_vs_not,0,1152,,2.528762936592102,,,
test,majority,train_mean_window,top5_volume_sum_mae,low_confidence_vs_high_confidence,1152,1152,2.528762936592102,2.528762936592102,0.0,1.0,0.0
test,majority,train_mean_window,top5_volume_sum_mae,non_neutral_missed_vs_detected,410,0,2.560056686401367,,,,
test,mlp,last_snapshot_repeat@40,normalized_mse,incorrect_vs_correct,687,465,0.6093554496765137,1.0533363819122314,-0.4439809322357178,0.5785003348790508,-0.21443708816578236
test,mlp,last_snapshot_repeat@40,normalized_mse,opposite_direction_vs_not,138,1014,0.6511930823326111,0.7714547514915466,-0.12026166915893555,0.8441105341221645,-0.06966240745504959
test,mlp,last_snapshot_repeat@40,normalized_mse,low_confidence_vs_high_confidence,288,288,0.3908369094133377,1.518656075000763,-1.1278191655874252,0.25735709081672187,-0.6428674768518519
test,mlp,last_snapshot_repeat@40,normalized_mse,non_neutral_missed_vs_detected,66,344,0.894827127456665,0.6519477963447571,0.24287933111190796,1.372544139996557,0.12588090204369273
test,mlp,last_snapshot_repeat@40,top_of_book_mse,incorrect_vs_correct,687,465,0.3890561759471893,0.4545877873897552,-0.06553161144256592,0.8558438804111992,-0.08953060681473134
test,mlp,last_snapshot_repeat@40,top_of_book_mse,opposite_direction_vs_not,138,1014,0.40126726031303406,0.41250619292259216,-0.011238932609558105,0.972754511805191,0.018680501958093933
test,mlp,last_snapshot_repeat@40,top_of_book_mse,low_confidence_vs_high_confidence,288,288,0.2865038067102432,0.648324191570282,-0.36182038486003876,0.44191441632975775,-0.4937307098765432
test,mlp,last_snapshot_repeat@40,top_of_book_mse,non_neutral_missed_vs_detected,66,344,0.5163459479808807,0.40982604026794434,0.1065199077129364,1.2599149327926884,0.011363636363636364
test,mlp,last_snapshot_repeat@40,last_step_mse,incorrect_vs_correct,687,465,0.0,0.0,0.0,,0.0
test,mlp,last_snapshot_repeat@40,last_step_mse,opposite_direction_vs_not,138,1014,0.0,0.0,0.0,,0.0
test,mlp,last_snapshot_repeat@40,last_step_mse,low_confidence_vs_high_confidence,288,288,0.0,0.0,0.0,,0.0
test,mlp,last_snapshot_repeat@40,last_step_mse,non_neutral_missed_vs_detected,66,344,0.0,0.0,0.0,,0.0
test,mlp,last_snapshot_repeat@40,midprice_mae,incorrect_vs_correct,687,465,0.0042386390268802,0.0036777341738343,0.0005609048530459001,1.152513701788598,0.08242475466028079
test,mlp,last_snapshot_repeat@40,midprice_mae,opposite_direction_vs_not,138,1014,0.0054437285289168,0.0037400245200842498,0.0017037040088325505,1.4555328446868503,0.2394734585370037
test,mlp,last_snapshot_repeat@40,midprice_mae,low_confidence_vs_high_confidence,288,288,0.0037503939820453,0.0031582677038386,0.0005921262782067,1.1874845116793051,0.1226610725308642
