split,prediction_model,reconstruction_variant,diagnostic_name,failure_mode,n_failure,n_reference,failure_median,reference_median,median_delta,median_ratio,cliffs_delta
test,logistic_regression,last_snapshot_repeat@40,last_step_mse,non_neutral_missed_vs_detected,193,217,0.0,0.0,0.0,,0.0
test,logistic_regression,last_snapshot_repeat@40,midprice_mae,incorrect_vs_correct,596,556,0.0043945140205323505,0.0036153780529275,0.0007791359676048507,1.2155060843426753,0.14166988556805563
test,logistic_regression,last_snapshot_repeat@40,midprice_mae,opposite_direction_vs_not,81,1071,0.005859334487468,0.0038645195309072,0.0019948149565608,1.5161870552359493,0.23365724890779357
test,logistic_regression,last_snapshot_repeat@40,midprice_mae,low_confidence_vs_high_confidence,288,288,0.004072405863553201,0.004280214896425549,-0.0002078090328723487,0.9514489253691696,-0.049262152777777776
test,logistic_regression,last_snapshot_repeat@40,midprice_mae,non_neutral_missed_vs_detected,193,217,0.0043841516599059,0.0050282240845263,-0.0006440724246204003,0.8719085677580583,-0.11026479787970679
test,logistic_regression,last_snapshot_repeat@40,top1_volume_sum_mae,incorrect_vs_correct,596,556,0.5697852075099945,0.5939297080039978,-0.024144500494003296,0.9593478821338218,-0.05466901646468061
test,logistic_regression,last_snapshot_repeat@40,top1_volume_sum_mae,opposite_direction_vs_not,81,1071,0.6822842359542847,0.5736544728279114,0.10862976312637329,1.1893644489353798,0.17723138638171318
test,logistic_regression,last_snapshot_repeat@40,top1_volume_sum_mae,low_confidence_vs_high_confidence,288,288,0.5500619113445282,0.702019453048706,-0.15195754170417786,0.7835422636163972,-0.23562885802469136
test,logistic_regression,last_snapshot_repeat@40,top1_volume_sum_mae,non_neutral_missed_vs_detected,193,217,0.5377950072288513,0.6157839894294739,-0.07798898220062256,0.8733500975352093,-0.13034550273393664
test,logistic_regression,last_snapshot_repeat@40,top5_volume_sum_mae,incorrect_vs_correct,596,556,1.2739964127540588,1.2416412830352783,0.03235512971878052,1.026058355308295,0.018112355752981507
test,logistic_regression,last_snapshot_repeat@40,top5_volume_sum_mae,opposite_direction_vs_not,81,1071,1.5256297588348389,1.22406804561615,0.30156171321868896,1.2463602528459878,0.19168655116367533
test,logistic_regression,last_snapshot_repeat@40,top5_volume_sum_mae,low_confidence_vs_high_confidence,288,288,1.118646264076233,1.4259673953056335,-0.30732113122940063,0.784482357562228,-0.23661747685185186
test,logistic_regression,last_snapshot_repeat@40,top5_volume_sum_mae,non_neutral_missed_vs_detected,193,217,1.1680086851119995,1.426708698272705,-0.25870001316070557,0.8186735572062399,-0.17891167832668753
test,logistic_regression,mlp_ae@16,normalized_mse,incorrect_vs_correct,596,556,0.3784146308898926,0.48405230045318604,-0.10563766956329346,0.7817639344666022,-0.10284691709719472
test,logistic_regression,mlp_ae@16,normalized_mse,opposite_direction_vs_not,81,1071,0.4927654564380646,0.4099493324756622,0.0828161239624024,1.2020155111908104,0.019953660476536295
test,logistic_regression,mlp_ae@16,normalized_mse,low_confidence_vs_high_confidence,288,288,0.27959613502025604,0.659710705280304,-0.3801145702600479,0.423816277017149,-0.47446469907407407
test,logistic_regression,mlp_ae@16,normalized_mse,non_neutral_missed_vs_detected,193,217,0.3248350024223327,0.4091182947158813,-0.08428329229354858,0.793987965382774,-0.12146319333349251
test,logistic_regression,mlp_ae@16,top_of_book_mse,incorrect_vs_correct,596,556,0.3823878914117813,0.39146196842193604,-0.009074077010154724,0.9768200291672414,-0.029809038675100187
test,logistic_regression,mlp_ae@16,top_of_book_mse,opposite_direction_vs_not,81,1071,0.4220312535762787,0.3837053775787353,0.03832587599754339,1.0998836040281428,0.11950294521100621
test,logistic_regression,mlp_ae@16,top_of_book_mse,low_confidence_vs_high_confidence,288,288,0.3221643418073654,0.5142134428024292,-0.19204910099506378,0.6265187079738543,-0.4484230324074074
test,logistic_regression,mlp_ae@16,top_of_book_mse,non_neutral_missed_vs_detected,193,217,0.3410557508468628,0.3874588012695312,-0.0464030504226684,0.8802374593876146,-0.13220792244693297
test,logistic_regression,mlp_ae@16,last_step_mse,incorrect_vs_correct,596,556,0.474407434463501,0.5491503775119781,-0.07474294304847717,0.863893486904055,-0.09301216744725026
test,logistic_regression,mlp_ae@16,last_step_mse,opposite_direction_vs_not,81,1071,0.4759753346443176,0.5202512145042419,-0.044275879859924316,0.914895191735178,-0.03793616211916866
test,logistic_regression,mlp_ae@16,last_step_mse,low_confidence_vs_high_confidence,288,288,0.3740234225988388,0.7126063406467438,-0.33858291804790497,0.5248668181360616,-0.41150655864197533
test,logistic_regression,mlp_ae@16,last_step_mse,non_neutral_missed_vs_detected,193,217,0.3956947326660156,0.468056857585907,-0.07236212491989136,0.8453988575381357,-0.06100618418853418
test,logistic_regression,mlp_ae@16,midprice_mae,incorrect_vs_correct,596,556,0.04015275649726385,0.0397295914590358,0.0004231650382280558,1.0106511298678813,0.011219883153879581
test,logistic_regression,mlp_ae@16,midprice_mae,opposite_direction_vs_not,81,1071,0.044226985424757,0.0397689491510391,0.004458036273717894,1.1120984177074091,0.11387764982536225
test,logistic_regression,mlp_ae@16,midprice_mae,low_confidence_vs_high_confidence,288,288,0.03944440931081765,0.04536019638180725,-0.005915787070989602,0.8695819784113133,-0.18484760802469136
test,logistic_regression,mlp_ae@16,midprice_mae,non_neutral_missed_vs_detected,193,217,0.0382119715213775,0.0424797907471656,-0.004267819225788096,0.899532950828557,-0.1446718082185239
test,logistic_regression,mlp_ae@16,top1_volume_sum_mae,incorrect_vs_correct,596,556,0.5418389737606049,0.5444783866405487,-0.0026394128799438477,0.995152401004879,0.0017714016706098209
test,logistic_regression,mlp_ae@16,top1_volume_sum_mae,opposite_direction_vs_not,81,1071,0.6039621829986572,0.5381889343261719,0.06577324867248535,1.1222121906962568,0.16083964449977523
test,logistic_regression,mlp_ae@16,top1_volume_sum_mae,low_confidence_vs_high_confidence,288,288,0.503945916891098,0.6203540861606598,-0.11640816926956177,0.8123520552753895,-0.3060860339506173
test,logistic_regression,mlp_ae@16,top1_volume_sum_mae,non_neutral_missed_vs_detected,193,217,0.5354992747306824,0.541048526763916,-0.005549252033233643,0.9897435225146541,-0.06544733888875624
test,logistic_regression,mlp_ae@16,top5_volume_sum_mae,incorrect_vs_correct,596,556,1.1961026787757874,1.2609800100326538,-0.06487733125686646,0.948550071578703,-0.06233402539713196
test,logistic_regression,mlp_ae@16,top5_volume_sum_mae,opposite_direction_vs_not,81,1071,1.2670763731002808,1.2213521003723145,0.04572427272796631,1.0374374209648698,0.03627623889061798
test,logistic_regression,mlp_ae@16,top5_volume_sum_mae,low_confidence_vs_high_confidence,288,288,1.1006048321723938,1.4238013625144958,-0.32319653034210205,0.7730044802237562,-0.24691358024691357
test,logistic_regression,mlp_ae@16,top5_volume_sum_mae,non_neutral_missed_vs_detected,193,217,1.0882580280303955,1.2579212188720703,-0.1696631908416748,0.8651241522153468,-0.1636302858097944
test,logistic_regression,mlp_ae@32,normalized_mse,incorrect_vs_correct,596,556,0.3582607060670852,0.417818158864975,-0.059557452797889765,0.8574560450898526,-0.10840857515330019
test,logistic_regression,mlp_ae@32,normalized_mse,opposite_direction_vs_not,81,1071,0.423862487077713,0.3749523460865021,0.04891014099121094,1.1304436190403975,0.030835379419257417
test,logistic_regression,mlp_ae@32,normalized_mse,low_confidence_vs_high_confidence,288,288,0.2644413113594055,0.5965055227279663,-0.3320642113685608,0.4433174568946997,-0.48625578703703703
test,logistic_regression,mlp_ae@32,normalized_mse,non_neutral_missed_vs_detected,193,217,0.2889379858970642,0.3751989006996155,-0.08626091480255127,0.7700928370480173,-0.1342613595663905
test,logistic_regression,mlp_ae@32,top_of_book_mse,incorrect_vs_correct,596,556,0.4227082133293152,0.4526323676109314,-0.02992415428161621,0.9338886115468037,-0.046032301675438175
test,logistic_regression,mlp_ae@32,top_of_book_mse,opposite_direction_vs_not,81,1071,0.4690506756305694,0.4302906692028045,0.03876000642776489,1.0900786589204343,0.10795264607900773
test,logistic_regression,mlp_ae@32,top_of_book_mse,low_confidence_vs_high_confidence,288,288,0.3664345145225525,0.6629918813705444,-0.29655736684799194,0.5526983434021165,-0.44892939814814814
test,logistic_regression,mlp_ae@32,top_of_book_mse,non_neutral_missed_vs_detected,193,217,0.3754366338253021,0.4408572316169739,-0.06542059779167175,0.8516059324881154,-0.11425228623958358
test,logistic_regression,mlp_ae@32,last_step_mse,incorrect_vs_correct,596,556,0.40903742611408234,0.4708282947540283,-0.061790868639945984,0.8687613524326804,-0.09142484669982136
test,logistic_regression,mlp_ae@32,last_step_mse,opposite_direction_vs_not,81,1071,0.44000443816185,0.4288713037967682,0.011133134365081787,1.0259591496715237,-0.006097912415995205
test,logistic_regression,mlp_ae@32,last_step_mse,low_confidence_vs_high_confidence,288,288,0.3469047397375107,0.7130936980247498,-0.3661889582872391,0.4864784819981265,-0.44461323302469136
test,logistic_regression,mlp_ae@32,last_step_mse,non_neutral_missed_vs_detected,193,217,0.3590853214263916,0.3928737044334411,-0.033788383007049505,0.9139968325042894,-0.09801580669038466
test,logistic_regression,mlp_ae@32,midprice_mae,incorrect_vs_correct,596,556,0.051403244957327746,0.047900574281811645,0.003502670675516101,1.0731237720639626,0.04104702814929265
test,logistic_regression,mlp_ae@32,midprice_mae,opposite_direction_vs_not,81,1071,0.0598825886845588,0.048793651163578,0.0110889375209808,1.2272618928189194,0.1930698205208009
test,logistic_regression,mlp_ae@32,midprice_mae,low_confidence_vs_high_confidence,288,288,0.045218512415885856,0.0609246790409088,-0.015706166625022944,0.7422035393165256,-0.31317515432098764
