split,prediction_model,reconstruction_variant,diagnostic_name,quantile_bin,n_samples,accuracy,macro_f1,balanced_accuracy,mcc,mean_confidence,mean_proba_true,opposite_direction_rate,directional_accuracy_non_neutral,true_down_count,true_neutral_count,true_up_count
test,majority,mlp_ae@32,top_of_book_mse,Q4,288,0.6284722222222222,0.2572850035536603,0.3333333333333333,0.0,0.6560714285714285,0.47620845734126976,0.0,0.0,52,181,55
test,majority,mlp_ae@32,last_step_mse,Q1,288,0.5902777777777778,0.24745269286754001,0.3333333333333333,0.0,0.6560714285714285,0.45771205357142847,0.0,0.0,55,170,63
test,majority,mlp_ae@32,last_step_mse,Q2,288,0.6006944444444444,0.2501807664497469,0.3333333333333333,0.0,0.6560714285714285,0.4627734374999999,0.0,0.0,61,173,54
test,majority,mlp_ae@32,last_step_mse,Q3,288,0.625,0.25641025641025644,0.3333333333333333,0.0,0.6560714285714285,0.47453621031746024,0.0,0.0,56,180,52
test,majority,mlp_ae@32,last_step_mse,Q4,288,0.7604166666666666,0.28796844181459563,0.3333333333333333,0.0,0.6560714285714285,0.5400837053571428,0.0,0.0,33,219,36
test,majority,mlp_ae@32,midprice_mae,Q1,288,0.6215277777777778,0.25553176302640973,0.3333333333333333,0.0,0.6560714285714285,0.47285156249999993,0.0,0.0,55,179,54
test,majority,mlp_ae@32,midprice_mae,Q2,288,0.6909722222222222,0.2724161533196441,0.3333333333333333,0.0,0.6560714285714285,0.5064527529761905,0.0,0.0,38,199,51
test,majority,mlp_ae@32,midprice_mae,Q3,288,0.6493055555555556,0.2624561403508772,0.3333333333333333,0.0,0.6560714285714285,0.48630146329365076,0.0,0.0,52,187,49
test,majority,mlp_ae@32,midprice_mae,Q4,288,0.6145833333333334,0.253763440860215,0.3333333333333333,0.0,0.6560714285714285,0.46949962797619044,0.0,0.0,60,177,51
test,majority,mlp_ae@32,top1_volume_sum_mae,Q1,288,0.6736111111111112,0.26832641770401106,0.3333333333333333,0.0,0.6560714285714285,0.4980394345238095,0.0,0.0,37,194,57
test,majority,mlp_ae@32,top1_volume_sum_mae,Q2,288,0.5520833333333334,0.2371364653243848,0.3333333333333333,0.0,0.6560714285714285,0.4392305307539682,0.0,0.0,64,159,65
test,majority,mlp_ae@32,top1_volume_sum_mae,Q3,288,0.6944444444444444,0.273224043715847,0.3333333333333333,0.0,0.6560714285714285,0.5081770833333332,0.0,0.0,55,200,33
test,majority,mlp_ae@32,top1_volume_sum_mae,Q4,288,0.65625,0.2641509433962264,0.3333333333333333,0.0,0.6560714285714285,0.4896583581349206,0.0,0.0,49,189,50
test,majority,mlp_ae@64,normalized_mse,Q1,288,0.5625,0.24,0.3333333333333333,0.0,0.6560714285714285,0.4442497519841269,0.0,0.0,53,162,73
test,majority,mlp_ae@64,normalized_mse,Q2,288,0.6319444444444444,0.2581560283687943,0.3333333333333333,0.0,0.6560714285714285,0.47791046626984124,0.0,0.0,60,182,46
test,majority,mlp_ae@64,normalized_mse,Q3,288,0.6701388888888888,0.2674982674982675,0.3333333333333333,0.0,0.6560714285714285,0.4963870287698412,0.0,0.0,49,193,46
test,majority,mlp_ae@64,normalized_mse,Q4,288,0.7118055555555556,0.2772143340094659,0.3333333333333333,0.0,0.6560714285714285,0.5165581597222222,0.0,0.0,43,205,40
test,majority,mlp_ae@64,top_of_book_mse,Q1,288,0.6111111111111112,0.2528735632183908,0.3333333333333333,0.0,0.6560714285714285,0.46777033730158724,0.0,0.0,41,176,71
test,majority,mlp_ae@64,top_of_book_mse,Q2,288,0.5972222222222222,0.2492753623188406,0.3333333333333333,0.0,0.6560714285714285,0.4611185515873015,0.0,0.0,72,172,44
test,majority,mlp_ae@64,top_of_book_mse,Q3,288,0.7326388888888888,0.2818971275885103,0.3333333333333333,0.0,0.6560714285714285,0.526648685515873,0.0,0.0,42,211,35
test,majority,mlp_ae@64,top_of_book_mse,Q4,288,0.6354166666666666,0.25902335456475584,0.3333333333333333,0.0,0.6560714285714285,0.47956783234126976,0.0,0.0,50,183,55
test,majority,mlp_ae@64,last_step_mse,Q1,288,0.5694444444444444,0.24188790560471976,0.3333333333333333,0.0,0.6560714285714285,0.4476240079365079,0.0,0.0,57,164,67
test,majority,mlp_ae@64,last_step_mse,Q2,288,0.6006944444444444,0.2501807664497469,0.3333333333333333,0.0,0.6560714285714285,0.4627659970238095,0.0,0.0,58,173,57
test,majority,mlp_ae@64,last_step_mse,Q3,288,0.6736111111111112,0.26832641770401106,0.3333333333333333,0.0,0.6560714285714285,0.49807167658730145,0.0,0.0,50,194,44
test,majority,mlp_ae@64,last_step_mse,Q4,288,0.7326388888888888,0.2818971275885103,0.3333333333333333,0.0,0.6560714285714285,0.5266437251984127,0.0,0.0,40,211,37
test,majority,mlp_ae@64,midprice_mae,Q1,288,0.65625,0.2641509433962264,0.3333333333333333,0.0,0.6560714285714285,0.4896459573412698,0.0,0.0,44,189,55
test,majority,mlp_ae@64,midprice_mae,Q2,288,0.6076388888888888,0.251979841612671,0.3333333333333333,0.0,0.6560714285714285,0.4661427331349206,0.0,0.0,63,175,50
test,majority,mlp_ae@64,midprice_mae,Q3,288,0.6215277777777778,0.25553176302640973,0.3333333333333333,0.0,0.6560714285714285,0.4728565228174602,0.0,0.0,57,179,52
test,majority,mlp_ae@64,midprice_mae,Q4,288,0.6909722222222222,0.2724161533196441,0.3333333333333333,0.0,0.6560714285714285,0.5064601934523809,0.0,0.0,41,199,48
test,majority,mlp_ae@64,top1_volume_sum_mae,Q1,288,0.625,0.25641025641025644,0.3333333333333333,0.0,0.6560714285714285,0.474516369047619,0.0,0.0,48,180,60
test,majority,mlp_ae@64,top1_volume_sum_mae,Q2,288,0.6145833333333334,0.253763440860215,0.3333333333333333,0.0,0.6560714285714285,0.4694847470238094,0.0,0.0,54,177,57
test,majority,mlp_ae@64,top1_volume_sum_mae,Q3,288,0.6944444444444444,0.273224043715847,0.3333333333333333,0.0,0.6560714285714285,0.5081646825396825,0.0,0.0,50,200,38
test,majority,mlp_ae@64,top1_volume_sum_mae,Q4,288,0.6423611111111112,0.2607470049330514,0.3333333333333333,0.0,0.6560714285714285,0.4829396081349206,0.0,0.0,53,185,50
test,majority,pca@128,normalized_mse,Q1,288,0.6423611111111112,0.2607470049330514,0.3333333333333333,0.0,0.6560714285714285,0.4829346478174603,0.0,0.0,51,185,52
test,majority,pca@128,normalized_mse,Q2,288,0.6909722222222222,0.2724161533196441,0.3333333333333333,0.0,0.6560714285714285,0.5064626736111111,0.0,0.0,42,199,47
test,majority,pca@128,normalized_mse,Q3,288,0.6458333333333334,0.26160337552742613,0.3333333333333333,0.0,0.6560714285714285,0.48462673611111096,0.0,0.0,55,186,47
test,majority,pca@128,normalized_mse,Q4,288,0.5972222222222222,0.2492753623188406,0.3333333333333333,0.0,0.6560714285714285,0.46108134920634913,0.0,0.0,57,172,59
test,majority,pca@128,top_of_book_mse,Q1,288,0.7291666666666666,0.28112449799196787,0.3333333333333333,0.0,0.6560714285714285,0.5249392361111112,0.0,0.0,31,210,47
test,majority,pca@128,top_of_book_mse,Q2,288,0.6597222222222222,0.2649930264993026,0.3333333333333333,0.0,0.6560714285714285,0.49133804563492056,0.0,0.0,48,190,50
test,majority,pca@128,top_of_book_mse,Q3,288,0.6215277777777778,0.25553176302640973,0.3333333333333333,0.0,0.6560714285714285,0.4728738839285713,0.0,0.0,64,179,45
test,majority,pca@128,top_of_book_mse,Q4,288,0.5659722222222222,0.2409460458240946,0.3333333333333333,0.0,0.6560714285714285,0.4459542410714285,0.0,0.0,62,163,63
test,majority,pca@128,last_step_mse,Q1,288,0.6423611111111112,0.2607470049330514,0.3333333333333333,0.0,0.6560714285714285,0.482914806547619,0.0,0.0,43,185,60
test,majority,pca@128,last_step_mse,Q2,288,0.7083333333333334,0.2764227642276423,0.3333333333333333,0.0,0.6560714285714285,0.5148759920634921,0.0,0.0,43,204,41
test,majority,pca@128,last_step_mse,Q3,288,0.6493055555555556,0.2624561403508772,0.3333333333333333,0.0,0.6560714285714285,0.48631138392857143,0.0,0.0,56,187,45
test,majority,pca@128,last_step_mse,Q4,288,0.5763888888888888,0.24375917767988253,0.3333333333333333,0.0,0.6560714285714285,0.45100322420634914,0.0,0.0,63,166,59
test,majority,pca@128,midprice_mae,Q1,288,0.6388888888888888,0.2598870056497175,0.3333333333333333,0.0,0.6560714285714285,0.481235119047619,0.0,0.0,44,184,60
test,majority,pca@128,midprice_mae,Q2,288,0.6770833333333334,0.2691511387163561,0.3333333333333333,0.0,0.6560714285714285,0.4997414434523809,0.0,0.0,45,195,48
test,majority,pca@128,midprice_mae,Q3,288,0.6006944444444444,0.2501807664497469,0.3333333333333333,0.0,0.6560714285714285,0.4627858382936507,0.0,0.0,66,173,49
test,majority,pca@128,midprice_mae,Q4,288,0.6597222222222222,0.2649930264993026,0.3333333333333333,0.0,0.6560714285714285,0.49134300595238084,0.0,0.0,50,190,48
test,majority,pca@128,top1_volume_sum_mae,Q1,288,0.6875,0.2716049382716049,0.3333333333333333,0.0,0.6560714285714285,0.5047805059523809,0.0,0.0,42,198,48
test,majority,pca@128,top1_volume_sum_mae,Q2,288,0.7361111111111112,0.2826666666666667,0.3333333333333333,0.0,0.6560714285714285,0.5283308531746032,0.0,0.0,42,212,34
test,majority,pca@128,top1_volume_sum_mae,Q3,288,0.6145833333333334,0.253763440860215,0.3333333333333333,0.0,0.6560714285714285,0.46948970734126977,0.0,0.0,56,177,55
test,majority,pca@128,top1_volume_sum_mae,Q4,288,0.5381944444444444,0.23325808878856283,0.3333333333333333,0.0,0.6560714285714285,0.43250434027777773,0.0,0.0,65,155,68
test,majority,pca@16,normalized_mse,Q1,288,0.5694444444444444,0.24188790560471976,0.3333333333333333,0.0,0.6560714285714285,0.44761656746031736,0.0,0.0,54,164,70
test,majority,pca@16,normalized_mse,Q2,288,0.6701388888888888,0.2674982674982675,0.3333333333333333,0.0,0.6560714285714285,0.4963919890873015,0.0,0.0,51,193,44
test,majority,pca@16,normalized_mse,Q3,288,0.5798611111111112,0.24468864468864468,0.3333333333333333,0.0,0.6560714285714285,0.4526928323412698,0.0,0.0,66,167,55
test,majority,pca@16,normalized_mse,Q4,288,0.7569444444444444,0.2872200263504611,0.3333333333333333,0.0,0.6560714285714285,0.5384040178571428,0.0,0.0,34,218,36
test,majority,pca@16,top_of_book_mse,Q1,288,0.6354166666666666,0.25902335456475584,0.3333333333333333,0.0,0.6560714285714285,0.47956039186507937,0.0,0.0,47,183,58
test,majority,pca@16,top_of_book_mse,Q2,288,0.59375,0.24836601307189543,0.3333333333333333,0.0,0.6560714285714285,0.4594091021825396,0.0,0.0,61,171,56
test,majority,pca@16,top_of_book_mse,Q3,288,0.7083333333333334,0.2764227642276423,0.3333333333333333,0.0,0.6560714285714285,0.5148859126984127,0.0,0.0,47,204,37
test,majority,pca@16,top_of_book_mse,Q4,288,0.6388888888888888,0.2598870056497175,0.3333333333333333,0.0,0.6560714285714285,0.48124999999999996,0.0,0.0,50,184,54
test,majority,pca@16,last_step_mse,Q1,288,0.5833333333333334,0.24561403508771928,0.3333333333333333,0.0,0.6560714285714285,0.4543551587301587,0.0,0.0,58,168,62
test,majority,pca@16,last_step_mse,Q2,288,0.59375,0.24836601307189543,0.3333333333333333,0.0,0.6560714285714285,0.45939918154761894,0.0,0.0,57,171,60
test,majority,pca@16,last_step_mse,Q3,288,0.6354166666666666,0.25902335456475584,0.3333333333333333,0.0,0.6560714285714285,0.4795802331349205,0.0,0.0,55,183,50
test,majority,pca@16,last_step_mse,Q4,288,0.7638888888888888,0.2887139107611549,0.3333333333333333,0.0,0.6560714285714285,0.5417708333333333,0.0,0.0,35,220,33
test,majority,pca@16,midprice_mae,Q1,288,0.6527777777777778,0.26330532212885155,0.3333333333333333,0.0,0.6560714285714285,0.487986111111111,0.0,0.0,53,188,47
test,majority,pca@16,midprice_mae,Q2,288,0.5486111111111112,0.2361733931240658,0.3333333333333333,0.0,0.6560714285714285,0.43753596230158726,0.0,0.0,59,158,71
test,majority,pca@16,midprice_mae,Q3,288,0.6111111111111112,0.2528735632183908,0.3333333333333333,0.0,0.6560714285714285,0.46781249999999985,0.0,0.0,58,176,54
test,majority,pca@16,midprice_mae,Q4,288,0.7638888888888888,0.2887139107611549,0.3333333333333333,0.0,0.6560714285714285,0.5417708333333332,0.0,0.0,35,220,33
test,majority,pca@16,top1_volume_sum_mae,Q1,288,0.6493055555555556,0.2624561403508772,0.3333333333333333,0.0,0.6560714285714285,0.4862890624999999,0.0,0.0,47,187,54
test,majority,pca@16,top1_volume_sum_mae,Q2,288,0.6041666666666666,0.2510822510822511,0.3333333333333333,0.0,0.6560714285714285,0.46445064484126974,0.0,0.0,59,174,55
test,majority,pca@16,top1_volume_sum_mae,Q3,288,0.6701388888888888,0.2674982674982675,0.3333333333333333,0.0,0.6560714285714285,0.49638454861111114,0.0,0.0,48,193,47
test,majority,pca@16,top1_volume_sum_mae,Q4,288,0.6527777777777778,0.26330532212885155,0.3333333333333333,0.0,0.6560714285714285,0.4879811507936507,0.0,0.0,51,188,49
test,majority,pca@32,normalized_mse,Q1,288,0.5763888888888888,0.24375917767988253,0.3333333333333333,0.0,0.6560714285714285,0.4509709821428571,0.0,0.0,50,166,72
test,majority,pca@32,normalized_mse,Q2,288,0.6736111111111112,0.26832641770401106,0.3333333333333333,0.0,0.6560714285714285,0.4980766369047618,0.0,0.0,52,194,42
test,majority,pca@32,normalized_mse,Q3,288,0.6493055555555556,0.2624561403508772,0.3333333333333333,0.0,0.6560714285714285,0.4863113839285713,0.0,0.0,56,187,45
test,majority,pca@32,normalized_mse,Q4,288,0.6770833333333334,0.2691511387163561,0.3333333333333333,0.0,0.6560714285714285,0.4997464037698413,0.0,0.0,47,195,46
test,majority,pca@32,top_of_book_mse,Q1,288,0.6458333333333334,0.26160337552742613,0.3333333333333333,0.0,0.6560714285714285,0.48459449404761895,0.0,0.0,42,186,60
test,majority,pca@32,top_of_book_mse,Q2,288,0.65625,0.2641509433962264,0.3333333333333333,0.0,0.6560714285714285,0.48966331845238087,0.0,0.0,51,189,48
test,majority,pca@32,top_of_book_mse,Q3,288,0.6597222222222222,0.2649930264993026,0.3333333333333333,0.0,0.6560714285714285,0.49136532738095223,0.0,0.0,59,190,39
test,majority,pca@32,top_of_book_mse,Q4,288,0.6145833333333334,0.253763440860215,0.3333333333333333,0.0,0.6560714285714285,0.46948226686507927,0.0,0.0,53,177,58
test,majority,pca@32,last_step_mse,Q1,288,0.5590277777777778,0.23904974016332592,0.3333333333333333,0.0,0.6560714285714285,0.44257502480158717,0.0,0.0,56,161,71
test,majority,pca@32,last_step_mse,Q2,288,0.65625,0.2641509433962264,0.3333333333333333,0.0,0.6560714285714285,0.4896583581349206,0.0,0.0,49,189,50
test,majority,pca@32,last_step_mse,Q3,288,0.6840277777777778,0.27079037800687283,0.3333333333333333,0.0,0.6560714285714285,0.5031355406746031,0.0,0.0,57,197,34
test,majority,pca@32,last_step_mse,Q4,288,0.6770833333333334,0.2691511387163561,0.3333333333333333,0.0,0.6560714285714285,0.49973648313492053,0.0,0.0,43,195,50
test,majority,pca@32,midprice_mae,Q1,288,0.6284722222222222,0.2572850035536603,0.3333333333333333,0.0,0.6560714285714285,0.4761861359126983,0.0,0.0,43,181,64
test,majority,pca@32,midprice_mae,Q2,288,0.6388888888888888,0.2598870056497175,0.3333333333333333,0.0,0.6560714285714285,0.48126736111111096,0.0,0.0,57,184,47
test,majority,pca@32,midprice_mae,Q3,288,0.6319444444444444,0.2581560283687943,0.3333333333333333,0.0,0.6560714285714285,0.4779154265873016,0.0,0.0,62,182,44
test,majority,pca@32,midprice_mae,Q4,288,0.6770833333333334,0.2691511387163561,0.3333333333333333,0.0,0.6560714285714285,0.49973648313492064,0.0,0.0,43,195,50
test,majority,pca@32,top1_volume_sum_mae,Q1,288,0.65625,0.2641509433962264,0.3333333333333333,0.0,0.6560714285714285,0.4896533978174602,0.0,0.0,47,189,52
test,majority,pca@32,top1_volume_sum_mae,Q2,288,0.6631944444444444,0.26583159359777314,0.3333333333333333,0.0,0.6560714285714285,0.49301773313492053,0.0,0.0,47,191,50
test,majority,pca@32,top1_volume_sum_mae,Q3,288,0.6423611111111112,0.2607470049330514,0.3333333333333333,0.0,0.6560714285714285,0.48294208829365065,0.0,0.0,54,185,49
test,majority,pca@32,top1_volume_sum_mae,Q4,288,0.6145833333333334,0.253763440860215,0.3333333333333333,0.0,0.6560714285714285,0.4694921875,0.0,0.0,57,177,54
test,majority,pca@64,normalized_mse,Q1,288,0.5729166666666666,0.24282560706401765,0.3333333333333333,0.0,0.6560714285714285,0.4493061755952381,0.0,0.0,57,165,66
test,majority,pca@64,normalized_mse,Q2,288,0.7743055555555556,0.29093281148075667,0.3333333333333333,0.0,0.6560714285714285,0.5468148561507936,0.0,0.0,34,223,31
test,majority,pca@64,normalized_mse,Q3,288,0.6284722222222222,0.2572850035536603,0.3333333333333333,0.0,0.6560714285714285,0.47621837797619043,0.0,0.0,56,181,51
test,majority,pca@64,normalized_mse,Q4,288,0.6006944444444444,0.2501807664497469,0.3333333333333333,0.0,0.6560714285714285,0.4627659970238095,0.0,0.0,58,173,57
test,majority,pca@64,top_of_book_mse,Q1,288,0.6770833333333334,0.2691511387163561,0.3333333333333333,0.0,0.6560714285714285,0.4997240823412698,0.0,0.0,38,195,55
test,majority,pca@64,top_of_book_mse,Q2,288,0.6840277777777778,0.27079037800687283,0.3333333333333333,0.0,0.6560714285714285,0.5031156994047619,0.0,0.0,49,197,42
test,majority,pca@64,top_of_book_mse,Q3,288,0.6388888888888888,0.2598870056497175,0.3333333333333333,0.0,0.6560714285714285,0.4812624007936508,0.0,0.0,55,184,49
test,majority,pca@64,top_of_book_mse,Q4,288,0.5763888888888888,0.24375917767988253,0.3333333333333333,0.0,0.6560714285714285,0.45100322420634914,0.0,0.0,63,166,59
test,majority,pca@64,last_step_mse,Q1,288,0.5972222222222222,0.2492753623188406,0.3333333333333333,0.0,0.6560714285714285,0.46107390873015874,0.0,0.0,54,172,62
test,majority,pca@64,last_step_mse,Q2,288,0.6944444444444444,0.273224043715847,0.3333333333333333,0.0,0.6560714285714285,0.5081374007936508,0.0,0.0,39,200,49
test,majority,pca@64,last_step_mse,Q3,288,0.6701388888888888,0.2674982674982675,0.3333333333333333,0.0,0.6560714285714285,0.49640438988095226,0.0,0.0,56,193,39
test,majority,pca@64,last_step_mse,Q4,288,0.6145833333333334,0.253763440860215,0.3333333333333333,0.0,0.6560714285714285,0.46948970734126977,0.0,0.0,56,177,55
test,majority,pca@64,midprice_mae,Q1,288,0.6041666666666666,0.2510822510822511,0.3333333333333333,0.0,0.6560714285714285,0.4644134424603174,0.0,0.0,44,174,70
test,majority,pca@64,midprice_mae,Q2,288,0.6527777777777778,0.26330532212885155,0.3333333333333333,0.0,0.6560714285714285,0.48799107142857134,0.0,0.0,55,188,45
test,majority,pca@64,midprice_mae,Q3,288,0.6875,0.2716049382716049,0.3333333333333333,0.0,0.6560714285714285,0.5048102678571428,0.0,0.0,54,198,36
test,majority,pca@64,midprice_mae,Q4,288,0.6319444444444444,0.2581560283687943,0.3333333333333333,0.0,0.6560714285714285,0.4778906249999999,0.0,0.0,52,182,54
test,majority,pca@64,top1_volume_sum_mae,Q1,288,0.6875,0.2716049382716049,0.3333333333333333,0.0,0.6560714285714285,0.5047805059523809,0.0,0.0,42,198,48
test,majority,pca@64,top1_volume_sum_mae,Q2,288,0.6909722222222222,0.2724161533196441,0.3333333333333333,0.0,0.6560714285714285,0.5064701140873016,0.0,0.0,45,199,44
test,majority,pca@64,top1_volume_sum_mae,Q3,288,0.625,0.25641025641025644,0.3333333333333333,0.0,0.6560714285714285,0.4745337301587301,0.0,0.0,55,180,53
test,majority,pca@64,top1_volume_sum_mae,Q4,288,0.5729166666666666,0.24282560706401765,0.3333333333333333,0.0,0.6560714285714285,0.44932105654761895,0.0,0.0,63,165,60
test,majority,pca@8,normalized_mse,Q1,288,0.5729166666666666,0.24282560706401765,0.3333333333333333,0.0,0.6560714285714285,0.44930369543650783,0.0,0.0,56,165,67
test,majority,pca@8,normalized_mse,Q2,288,0.6527777777777778,0.26330532212885155,0.3333333333333333,0.0,0.6560714285714285,0.48798859126984123,0.0,0.0,54,188,46
test,majority,pca@8,normalized_mse,Q3,288,0.5729166666666666,0.24282560706401765,0.3333333333333333,0.0,0.6560714285714285,0.44932601686507934,0.0,0.0,65,165,58
test,majority,pca@8,normalized_mse,Q4,288,0.7777777777777778,0.2916666666666667,0.3333333333333333,0.0,0.6560714285714285,0.5484871031746033,0.0,0.0,30,224,34
test,majority,pca@8,top_of_book_mse,Q1,288,0.5590277777777778,0.23904974016332592,0.3333333333333333,0.0,0.6560714285714285,0.44258246527777767,0.0,0.0,59,161,68
test,majority,pca@8,top_of_book_mse,Q2,288,0.6736111111111112,0.26832641770401106,0.3333333333333333,0.0,0.6560714285714285,0.49808159722222217,0.0,0.0,54,194,40
test,majority,pca@8,top_of_book_mse,Q3,288,0.7083333333333334,0.2764227642276423,0.3333333333333333,0.0,0.6560714285714285,0.5148735119047618,0.0,0.0,42,204,42
test,majority,pca@8,top_of_book_mse,Q4,288,0.6354166666666666,0.25902335456475584,0.3333333333333333,0.0,0.6560714285714285,0.47956783234126976,0.0,0.0,50,183,55
test,majority,pca@8,last_step_mse,Q1,288,0.59375,0.24836601307189543,0.3333333333333333,0.0,0.6560714285714285,0.4593867807539682,0.0,0.0,52,171,65
test,majority,pca@8,last_step_mse,Q2,288,0.6111111111111112,0.2528735632183908,0.3333333333333333,0.0,0.6560714285714285,0.46783482142857136,0.0,0.0,67,176,45
test,majority,pca@8,last_step_mse,Q3,288,0.5902777777777778,0.24745269286754001,0.3333333333333333,0.0,0.6560714285714285,0.457704613095238,0.0,0.0,52,170,66
test,majority,pca@8,last_step_mse,Q4,288,0.78125,0.29239766081871343,0.3333333333333333,0.0,0.6560714285714285,0.550179191468254,0.0,0.0,34,225,29
test,majority,pca@8,midprice_mae,Q1,288,0.5416666666666666,0.23423423423423426,0.3333333333333333,0.0,0.6560714285714285,0.43419890873015865,0.0,0.0,70,156,62
test,majority,pca@8,midprice_mae,Q2,288,0.5486111111111112,0.2361733931240658,0.3333333333333333,0.0,0.6560714285714285,0.43755084325396815,0.0,0.0,65,158,65
test,majority,pca@8,midprice_mae,Q3,288,0.7430555555555556,0.28419654714475434,0.3333333333333333,0.0,0.6560714285714285,0.5316778273809523,0.0,0.0,35,214,39
test,majority,pca@8,midprice_mae,Q4,288,0.7430555555555556,0.28419654714475434,0.3333333333333333,0.0,0.6560714285714285,0.5316778273809524,0.0,0.0,35,214,39
test,majority,pca@8,top1_volume_sum_mae,Q1,288,0.6319444444444444,0.2581560283687943,0.3333333333333333,0.0,0.6560714285714285,0.4778856646825397,0.0,0.0,50,182,56
test,majority,pca@8,top1_volume_sum_mae,Q2,288,0.6354166666666666,0.25902335456475584,0.3333333333333333,0.0,0.6560714285714285,0.4795926339285713,0.0,0.0,60,183,45
test,majority,pca@8,top1_volume_sum_mae,Q3,288,0.59375,0.24836601307189543,0.3333333333333333,0.0,0.6560714285714285,0.4594140624999999,0.0,0.0,63,171,54
test,majority,pca@8,top1_volume_sum_mae,Q4,288,0.7152777777777778,0.27800269905533065,0.3333333333333333,0.0,0.6560714285714285,0.5182130456349205,0.0,0.0,32,206,50
test,majority,train_mean_window,normalized_mse,Q1,288,0.5868055555555556,0.24653537563822028,0.3333333333333333,0.0,0.6560714285714285,0.45602740575396816,0.0,0.0,54,169,65
test,majority,train_mean_window,normalized_mse,Q2,288,0.6006944444444444,0.2501807664497469,0.3333333333333333,0.0,0.6560714285714285,0.4627783978174602,0.0,0.0,63,173,52
test,majority,train_mean_window,normalized_mse,Q3,288,0.6215277777777778,0.25553176302640973,0.3333333333333333,0.0,0.6560714285714285,0.47285156249999993,0.0,0.0,55,179,54
test,majority,train_mean_window,normalized_mse,Q4,288,0.7673611111111112,0.28945645055664704,0.3333333333333333,0.0,0.6560714285714285,0.5434480406746032,0.0,0.0,33,221,34
test,majority,train_mean_window,top_of_book_mse,Q1,288,0.5763888888888888,0.24375917767988253,0.3333333333333333,0.0,0.6560714285714285,0.45099330357142847,0.0,0.0,59,166,63
test,majority,train_mean_window,top_of_book_mse,Q2,288,0.6736111111111112,0.26832641770401106,0.3333333333333333,0.0,0.6560714285714285,0.4980667162698411,0.0,0.0,48,194,46
test,majority,train_mean_window,top_of_book_mse,Q3,288,0.7569444444444444,0.2872200263504611,0.3333333333333333,0.0,0.6560714285714285,0.5384089781746031,0.0,0.0,36,218,34
test,majority,train_mean_window,top_of_book_mse,Q4,288,0.5694444444444444,0.24188790560471976,0.3333333333333333,0.0,0.6560714285714285,0.4476364087301587,0.0,0.0,62,164,62
test,majority,train_mean_window,last_step_mse,Q1,288,0.5590277777777778,0.23904974016332592,0.3333333333333333,0.0,0.6560714285714285,0.44257006448412695,0.0,0.0,54,161,73
test,majority,train_mean_window,last_step_mse,Q2,288,0.5902777777777778,0.24745269286754001,0.3333333333333333,0.0,0.6560714285714285,0.4577294146825396,0.0,0.0,62,170,56
test,majority,train_mean_window,last_step_mse,Q3,288,0.6145833333333334,0.253763440860215,0.3333333333333333,0.0,0.6560714285714285,0.46948970734126977,0.0,0.0,56,177,55
test,majority,train_mean_window,last_step_mse,Q4,288,0.8125,0.2988505747126437,0.3333333333333333,0.0,0.6560714285714285,0.5653162202380951,0.0,0.0,33,234,21
test,majority,train_mean_window,midprice_mae,Q1,288,0.5451388888888888,0.23520599250936328,0.3333333333333333,0.0,0.6560714285714285,0.43587115575396823,0.0,0.0,66,157,65
test,majority,train_mean_window,midprice_mae,Q2,288,0.7777777777777778,0.2916666666666667,0.3333333333333333,0.0,0.6560714285714285,0.5484796626984126,0.0,0.0,27,224,37
test,majority,train_mean_window,midprice_mae,Q3,288,0.6666666666666666,0.26666666666666666,0.3333333333333333,0.0,0.6560714285714285,0.4947073412698412,0.0,0.0,50,192,46
test,majority,train_mean_window,midprice_mae,Q4,288,0.5868055555555556,0.24653537563822028,0.3333333333333333,0.0,0.6560714285714285,0.4560472470238095,0.0,0.0,62,169,57
test,majority,train_mean_window,top1_volume_sum_mae,Q1,288,0.6493055555555556,0.2624561403508772,0.3333333333333333,0.0,0.6560714285714285,0.486321304563492,0.0,0.0,60,187,41
test,majority,train_mean_window,top1_volume_sum_mae,Q2,288,0.6527777777777778,0.26330532212885155,0.3333333333333333,0.0,0.6560714285714285,0.4879761904761904,0.0,0.0,49,188,51
test,majority,train_mean_window,top1_volume_sum_mae,Q3,288,0.65625,0.2641509433962264,0.3333333333333333,0.0,0.6560714285714285,0.489633556547619,0.0,0.0,39,189,60
test,majority,train_mean_window,top1_volume_sum_mae,Q4,288,0.6180555555555556,0.25464949928469244,0.3333333333333333,0.0,0.6560714285714285,0.47117435515873013,0.0,0.0,57,178,53
test,mlp,last_snapshot_repeat@40,normalized_mse,Q1,288,0.3263888888888889,0.32967778744204507,0.43873527905785975,0.13140542581171566,0.4968932292734583,0.3419909775289448,0.3431372549019608,0.5490196078431373,42,186,60
test,mlp,last_snapshot_repeat@40,normalized_mse,Q2,288,0.2916666666666667,0.29110855818093373,0.3832390923491707,0.059271680231680966,0.5280512199840612,0.31775657816938796,0.3739130434782609,0.4956521739130435,57,173,58
test,mlp,last_snapshot_repeat@40,normalized_mse,Q3,288,0.4444444444444444,0.3564385024781065,0.39203124588696725,0.1325791674672472,0.6224211564080583,0.41278631629635737,0.30303030303030304,0.45454545454545453,67,189,32
