model,model_variant,latent_dim,split,level,side,field_type,normalized_mse,normalized_mae,original_mae
pca,pca@16,16.0,train,3,ask,price,0.056481122970581,0.0478209108114242,0.0191199779510498
pca,pca@16,16.0,train,3,bid,volume,0.210155114531517,0.3260219395160675,0.5804681181907654
pca,pca@16,16.0,train,3,ask,volume,0.4085549116134643,0.4767456948757171,0.1439381539821624
pca,pca@16,16.0,train,4,bid,price,0.056445050984621,0.0478020459413528,0.0189881864935159
pca,pca@16,16.0,train,4,ask,price,0.0564822144806385,0.0478247292339801,0.0191421173512935
pca,pca@16,16.0,train,4,bid,volume,0.1981813758611679,0.3187290728092193,0.5038440823554993
pca,pca@16,16.0,train,4,ask,volume,0.3906168043613434,0.4329403638839721,0.1390452980995178
pca,pca@16,16.0,train,5,bid,price,0.0564439296722412,0.0477983318269252,0.0189661066979169
pca,pca@16,16.0,train,5,ask,price,0.0564833059906959,0.0478285774588584,0.0191642753779888
pca,pca@16,16.0,train,5,bid,volume,0.2976930737495422,0.3948841392993927,0.5216456055641174
pca,pca@16,16.0,train,5,ask,volume,0.5197922587394714,0.5412291884422302,0.1764032542705536
pca,pca@16,16.0,train,6,bid,price,0.0564427971839904,0.0477946326136589,0.018944039940834
pca,pca@16,16.0,train,6,ask,price,0.0564843937754631,0.0478324517607688,0.0191864445805549
pca,pca@16,16.0,train,6,bid,volume,0.2897181212902069,0.41580730676651,0.3343852162361145
pca,pca@16,16.0,train,6,ask,volume,0.4949264526367187,0.5086653828620911,0.1815132945775985
pca,pca@16,16.0,train,7,bid,price,0.0564416758716106,0.0477909334003925,0.0189219731837511
pca,pca@16,16.0,train,7,ask,price,0.0564854852855205,0.0478363223373889,0.0192086137831211
pca,pca@16,16.0,train,7,bid,volume,0.3682731091976166,0.4414452314376831,0.2932628989219665
pca,pca@16,16.0,train,7,ask,volume,0.4413233399391174,0.4764256775379181,0.1865623295307159
pca,pca@16,16.0,train,8,bid,price,0.0564405508339405,0.0477873049676418,0.0188999380916357
pca,pca@16,16.0,train,8,ask,price,0.0564865730702877,0.0478402189910411,0.0192307997494936
pca,pca@16,16.0,train,8,bid,volume,0.3006223440170288,0.3705518841743469,0.2246743887662887
pca,pca@16,16.0,train,8,ask,volume,0.490218847990036,0.4708302319049835,0.1811070740222931
pca,pca@16,16.0,train,9,bid,price,0.0564394146203994,0.0477836616337299,0.0188779011368751
pca,pca@16,16.0,train,9,ask,price,0.0564876645803451,0.0478441417217254,0.0192530006170272
pca,pca@16,16.0,train,9,bid,volume,0.4231214821338653,0.4315821528434753,0.2113702893257141
pca,pca@16,16.0,train,9,ask,volume,0.4579713642597198,0.4101560413837433,0.185591772198677
pca,pca@16,16.0,train,10,bid,price,0.0564382970333099,0.0477800257503986,0.0188558716326951
pca,pca@16,16.0,train,10,ask,price,0.0564887560904026,0.0478480830788612,0.0192752089351415
pca,pca@16,16.0,train,10,bid,volume,0.4154853224754333,0.4626566767692566,0.1956955939531326
pca,pca@16,16.0,train,10,ask,volume,0.5080938339233398,0.4585472047328949,0.1668210327625274
pca,pca@16,16.0,val,1,bid,price,0.0209443513303995,0.1304352879524231,0.0117480447515845
pca,pca@16,16.0,val,1,ask,price,0.0202412959188222,0.1279662400484085,0.0115401307120919
pca,pca@16,16.0,val,1,bid,volume,0.2866370677947998,0.4698944687843323,0.6314821243286133
pca,pca@16,16.0,val,1,ask,volume,0.6440119743347168,0.6019068360328674,0.2012969404458999
pca,pca@16,16.0,val,2,bid,price,0.0009231893345713,0.0227451454848051,0.0090545350685715
pca,pca@16,16.0,val,2,ask,price,0.0009259148500859,0.0227732192724943,0.0090954583138227
pca,pca@16,16.0,val,2,bid,volume,0.1768369823694229,0.3304504156112671,0.6005676984786987
pca,pca@16,16.0,val,2,ask,volume,0.6375377178192139,0.6269829273223877,0.178020179271698
pca,pca@16,16.0,val,3,bid,price,0.0009228804265148,0.0227412637323141,0.0090431878343224
pca,pca@16,16.0,val,3,ask,price,0.00092626811238,0.0227779243141412,0.0091071557253599
pca,pca@16,16.0,val,3,bid,volume,0.1467507481575012,0.3068429827690124,0.5463852882385254
pca,pca@16,16.0,val,3,ask,volume,0.4628835320472717,0.5145972371101379,0.155345931649208
pca,pca@16,16.0,val,4,bid,price,0.0009225822868756,0.0227375607937574,0.0090319151058793
pca,pca@16,16.0,val,4,ask,price,0.0009266220149584,0.0227826759219169,0.0091188764199614
pca,pca@16,16.0,val,4,bid,volume,0.1547133177518844,0.3367477357387543,0.5323287844657898
pca,pca@16,16.0,val,4,ask,volume,0.3436094224452972,0.4696649610996246,0.1508657038211822
pca,pca@16,16.0,val,5,bid,price,0.0009222840890288,0.0227338466793298,0.009020640514791
pca,pca@16,16.0,val,5,ask,price,0.0009269886068068,0.0227875765413045,0.009130660444498
pca,pca@16,16.0,val,5,bid,volume,0.1563204377889633,0.3286263048648834,0.4341385662555694
pca,pca@16,16.0,val,5,ask,volume,0.5285143852233887,0.619072437286377,0.2016512751579284
pca,pca@16,16.0,val,6,bid,price,0.0009219869389198,0.0227301809936761,0.0090093882754445
pca,pca@16,16.0,val,6,ask,price,0.0009273504838347,0.0227924231439828,0.0091424258425831
pca,pca@16,16.0,val,6,bid,volume,0.2324868142604828,0.3924013078212738,0.3155490159988403
pca,pca@16,16.0,val,6,ask,volume,0.2599769830703735,0.3807221949100494,0.135893240571022
pca,pca@16,16.0,val,7,bid,price,0.0009216826292686,0.0227264575660228,0.0089981164783239
pca,pca@16,16.0,val,7,ask,price,0.0009277058998122,0.0227972045540809,0.0091541707515716
pca,pca@16,16.0,val,7,bid,volume,0.4549968540668487,0.60622638463974,0.4027091264724731
pca,pca@16,16.0,val,7,ask,volume,0.4523952901363373,0.5805920362472534,0.2274982780218124
pca,pca@16,16.0,val,8,bid,price,0.0009213942685164,0.02272286452353,0.0089868996292352
pca,pca@16,16.0,val,8,ask,price,0.0009280730155296,0.0228021387010812,0.0091659789904952
pca,pca@16,16.0,val,8,bid,volume,0.6096571683883667,0.6914588809013367,0.419256329536438
pca,pca@16,16.0,val,8,ask,volume,0.4338810443878174,0.5388914346694946,0.2072211951017379
pca,pca@16,16.0,val,9,bid,price,0.0009210893767885,0.0227191112935543,0.0089756222441792
pca,pca@16,16.0,val,9,ask,price,0.000928433611989,0.0228069778531789,0.0091777564957737
pca,pca@16,16.0,val,9,bid,volume,0.4925394654273987,0.5767934322357178,0.2824765741825104
pca,pca@16,16.0,val,9,ask,volume,0.5084956884384155,0.6044960021972656,0.2725488543510437
pca,pca@16,16.0,val,10,bid,price,0.0009208062547259,0.0227156784385442,0.0089644752442836
pca,pca@16,16.0,val,10,ask,price,0.0009288075380027,0.0228120200335979,0.009189617820084
pca,pca@16,16.0,val,10,bid,volume,0.982686161994934,0.8319678902626038,0.3518893420696258
pca,pca@16,16.0,val,10,ask,volume,2.4644198417663574,0.9239112138748168,0.3316367268562317
pca,pca@16,16.0,test,1,bid,price,0.0542973428964614,0.2156184911727905,0.0194193348288536
pca,pca@16,16.0,test,1,ask,price,0.0563631951808929,0.2206032872200012,0.0198931004852056
pca,pca@16,16.0,test,1,bid,volume,0.0495869480073452,0.1782838553190231,0.2395952492952346
pca,pca@16,16.0,test,1,ask,volume,1.148082613945007,0.936077117919922,0.3130165040493011
pca,pca@16,16.0,test,2,bid,price,0.0020254729315638,0.0333573706448078,0.0132792154327034
pca,pca@16,16.0,test,2,ask,price,0.0019997770432382,0.0330425836145877,0.0131970522925257
pca,pca@16,16.0,test,2,bid,volume,0.1243248879909515,0.2888472974300384,0.5249579548835754
pca,pca@16,16.0,test,2,ask,volume,0.491631269454956,0.5017126798629761,0.1424533128738403
pca,pca@16,16.0,test,3,bid,price,0.0020239572040736,0.0333394594490528,0.0132577130571007
pca,pca@16,16.0,test,3,ask,price,0.0020011963788419,0.0330593883991241,0.0132180145010352
pca,pca@16,16.0,test,3,bid,volume,0.2185899168252945,0.4017889201641083,0.715377688407898
pca,pca@16,16.0,test,3,ask,volume,0.3813750147819519,0.423951506614685,0.1280022412538528
pca,pca@16,16.0,test,4,bid,price,0.0020224535837769,0.0333217158913612,0.0132362963631749
pca,pca@16,16.0,test,4,ask,price,0.0020026050042361,0.033076137304306,0.0132389664649963
pca,pca@16,16.0,test,4,bid,volume,0.0889464989304542,0.2374861240386963,0.375420868396759
pca,pca@16,16.0,test,4,ask,volume,0.5411543250083923,0.5526528358459473,0.1773461699485778
pca,pca@16,16.0,test,5,bid,price,0.0020209511276334,0.0333039574325084,0.013214886188507
pca,pca@16,16.0,test,5,ask,price,0.0020040262024849,0.0330929495394229,0.0132599603384733
pca,pca@16,16.0,test,5,bid,volume,0.2224982231855392,0.3988727331161499,0.5268896222114563
pca,pca@16,16.0,test,5,ask,volume,1.063154697418213,0.8889150619506836,0.2894854545593261
pca,pca@16,16.0,test,6,bid,price,0.0020194535609334,0.0332862548530101,0.0131935141980648
pca,pca@16,16.0,test,6,ask,price,0.0020054478663951,0.0331098400056362,0.0132809998467564
pca,pca@16,16.0,test,6,bid,volume,0.1723020374774933,0.3223883807659149,0.2592613399028778
pca,pca@16,16.0,test,6,ask,volume,1.0819932222366333,0.9113404154777528,0.3252028226852417
pca,pca@16,16.0,test,7,bid,price,0.0020179497078061,0.0332685224711895,0.0131721440702676
pca,pca@16,16.0,test,7,ask,price,0.002006861148402,0.0331266187131404,0.0133020095527172
pca,pca@16,16.0,test,7,bid,volume,0.3732757270336151,0.4866140782833099,0.3232539296150207
pca,pca@16,16.0,test,7,ask,volume,0.9170091152191162,0.8636682629585266,0.338724821805954
pca,pca@16,16.0,test,8,bid,price,0.002016452839598,0.0332507751882076,0.013150786049664
pca,pca@16,16.0,test,8,ask,price,0.0020082846749573,0.0331434831023216,0.0133230658248066
pca,pca@16,16.0,test,8,bid,volume,0.844083309173584,0.8377289175987244,0.507941722869873
pca,pca@16,16.0,test,8,ask,volume,0.7188882231712341,0.7048592567443848,0.2712269723415375
pca,pca@16,16.0,test,9,bid,price,0.0020149431657046,0.0332329422235488,0.0131294103339314
pca,pca@16,16.0,test,9,ask,price,0.0020097030792385,0.0331603400409221,0.0133441369980573
pca,pca@16,16.0,test,9,bid,volume,1.3825969696044922,1.0719375610351562,0.5249853134155273
pca,pca@16,16.0,test,9,ask,volume,0.7151963114738464,0.7983172535896301,0.3611128032207489
pca,pca@16,16.0,test,10,bid,price,0.0020134644582867,0.0332154184579849,0.0131081687286496
pca,pca@16,16.0,test,10,ask,price,0.002011151285842,0.0331774540245533,0.0133653245866298
pca,pca@16,16.0,test,10,bid,volume,2.8259642124176025,1.5309072732925415,0.6476545333862305
pca,pca@16,16.0,test,10,ask,volume,1.3165785074234009,1.0156108140945437,0.3686773180961609
pca,pca@32,32.0,train,1,bid,price,0.788413405418396,0.1494756489992141,0.0134622659534215
pca,pca@32,32.0,train,1,ask,price,0.7870731353759766,0.1493274569511413,0.0134657826274633
pca,pca@32,32.0,train,1,bid,volume,0.3419137895107269,0.3655228316783905,0.4912222027778625
pca,pca@32,32.0,train,1,ask,volume,0.3770161271095276,0.4558014571666717,0.1524184346199035
pca,pca@32,32.0,train,2,bid,price,0.0381287783384323,0.0408461280167102,0.0162603724747896
pca,pca@32,32.0,train,2,ask,price,0.0381602868437767,0.0408684983849525,0.0163226574659347
pca,pca@32,32.0,train,2,bid,volume,0.1965962201356887,0.3080274164676666,0.5598147511482239
pca,pca@32,32.0,train,2,ask,volume,0.3670297265052795,0.4138598144054413,0.1175045222043991
pca,pca@32,32.0,train,3,bid,price,0.0381279550492763,0.0408428572118282,0.0162414647638797
pca,pca@32,32.0,train,3,ask,price,0.038161065429449,0.0408717393875122,0.0163415726274251
pca,pca@32,32.0,train,3,bid,volume,0.13249471783638,0.2513438165187835,0.4475159347057342
pca,pca@32,32.0,train,3,ask,volume,0.3317249119281769,0.4178271889686584,0.1261555552482605
pca,pca@32,32.0,train,4,bid,price,0.0381271466612815,0.0408396013081073,0.0162225700914859
pca,pca@32,32.0,train,4,ask,price,0.038161851465702,0.0408749990165233,0.0163604896515607
pca,pca@32,32.0,train,4,bid,volume,0.107804849743843,0.2283273935317993,0.3609375357627868
pca,pca@32,32.0,train,4,ask,volume,0.2932680249214172,0.3597198128700256,0.115536019206047
pca,pca@32,32.0,train,5,bid,price,0.0381263121962547,0.0408363528549671,0.0162036754190921
pca,pca@32,32.0,train,5,ask,price,0.0381626337766647,0.0408782698214054,0.0163794197142124
pca,pca@32,32.0,train,5,bid,volume,0.2084420174360275,0.3138808012008667,0.4146366715431213
pca,pca@32,32.0,train,5,ask,volume,0.3280254900455475,0.4028091728687286,0.1312329024076461
pca,pca@32,32.0,train,6,bid,price,0.0381255000829696,0.0408331155776977,0.0161847919225692
pca,pca@32,32.0,train,6,ask,price,0.038163423538208,0.040881548076868,0.0163983535021543
pca,pca@32,32.0,train,6,bid,volume,0.2077514231204986,0.3307349979877472,0.2659714818000793
pca,pca@32,32.0,train,6,ask,volume,0.3681012392044067,0.417170763015747,0.1488999128341674
pca,pca@32,32.0,train,7,bid,price,0.0381246842443943,0.0408298820257186,0.0161659102886915
pca,pca@32,32.0,train,7,ask,price,0.0381642021238803,0.040884830057621,0.0164172947406768
pca,pca@32,32.0,train,7,bid,volume,0.2377550154924392,0.3443503975868225,0.228764146566391
pca,pca@32,32.0,train,7,ask,volume,0.3217674493789673,0.3788733780384063,0.1483578234910965
pca,pca@32,32.0,train,8,bid,price,0.0381238646805286,0.0408266857266426,0.0161470472812652
pca,pca@32,32.0,train,8,ask,price,0.038164984434843,0.040888138115406,0.0164362471550703
pca,pca@32,32.0,train,8,bid,volume,0.2025395929813385,0.3032385110855102,0.1838614791631698
pca,pca@32,32.0,train,8,ask,volume,0.349439799785614,0.3585909008979797,0.1379601061344146
pca,pca@32,32.0,train,9,bid,price,0.0381230451166629,0.0408234857022762,0.0161281861364841
pca,pca@32,32.0,train,9,ask,price,0.038165770471096,0.0408914647996425,0.0164552070200443
pca,pca@32,32.0,train,9,bid,volume,0.2703980505466461,0.3402625620365143,0.1666499376296997
pca,pca@32,32.0,train,9,ask,volume,0.285774677991867,0.317973256111145,0.1440436542034149
pca,pca@32,32.0,train,10,bid,price,0.0381222181022167,0.0408202856779098,0.0161093287169933
pca,pca@32,32.0,train,10,ask,price,0.0381665527820587,0.0408947989344596,0.0164741799235343
pca,pca@32,32.0,train,10,bid,volume,0.2540847659111023,0.3427433371543884,0.1449895799160003
pca,pca@32,32.0,train,10,ask,volume,0.3530175685882568,0.3544864356517792,0.1288761794567108
pca,pca@32,32.0,val,1,bid,price,0.0234078671783208,0.1287320554256439,0.0115938493981957
pca,pca@32,32.0,val,1,ask,price,0.0224687587469816,0.1266252249479293,0.0114184077829122
pca,pca@32,32.0,val,1,bid,volume,0.1722638309001922,0.3123070299625397,0.4197078347206116
pca,pca@32,32.0,val,1,ask,volume,0.4067395627498626,0.4571060240268707,0.1528468430042266
pca,pca@32,32.0,val,2,bid,price,0.00108452164568,0.0251658130437135,0.0100181605666875
pca,pca@32,32.0,val,2,ask,price,0.0010947861010208,0.0253188833594322,0.010112159885466
pca,pca@32,32.0,val,2,bid,volume,0.1678310185670852,0.3133521378040313,0.5694938898086548
pca,pca@32,32.0,val,2,ask,volume,0.3483843207359314,0.4667129516601562,0.132507175207138
pca,pca@32,32.0,val,3,bid,price,0.0010841448092833,0.0251615028828382,0.0100055998191237
pca,pca@32,32.0,val,3,ask,price,0.0010952245211228,0.0253236647695302,0.0101249860599637
pca,pca@32,32.0,val,3,bid,volume,0.1515550315380096,0.3326973915100097,0.5923790335655212
pca,pca@32,32.0,val,3,ask,volume,0.3801318109035492,0.4726454317569732,0.142707958817482
pca,pca@32,32.0,val,4,bid,price,0.0010837747249752,0.0251573249697685,0.0099930949509143
pca,pca@32,32.0,val,4,ask,price,0.0010956727201119,0.0253285709768533,0.0101378643885254
pca,pca@32,32.0,val,4,bid,volume,0.1397528648376464,0.3242488503456116,0.5125823616981506
pca,pca@32,32.0,val,4,ask,volume,0.2607554793357849,0.4306187033653259,0.1382478475570678
pca,pca@32,32.0,val,5,bid,price,0.0010834070853888,0.0251531694084405,0.009980603121221
pca,pca@32,32.0,val,5,ask,price,0.0010961170773953,0.0253334231674671,0.0101507250219583
pca,pca@32,32.0,val,5,bid,volume,0.1216634586453437,0.2864312529563904,0.378379225730896
pca,pca@32,32.0,val,5,ask,volume,0.204282134771347,0.3709772825241089,0.1208949387073516
pca,pca@32,32.0,val,6,bid,price,0.0010830360697582,0.0251489672809839,0.0099680954590439
pca,pca@32,32.0,val,6,ask,price,0.0010965644614771,0.0253383256494998,0.0101636126637458
pca,pca@32,32.0,val,6,bid,volume,0.1564995795488357,0.3145702481269836,0.2529734969139099
pca,pca@32,32.0,val,6,ask,volume,0.2281257063150406,0.3810892105102539,0.1359840184450149
pca,pca@32,32.0,val,7,bid,price,0.0010826664511114,0.025144800543785,0.0099556064233183
pca,pca@32,32.0,val,7,ask,price,0.0010970116127282,0.0253432244062423,0.0101765003055334
pca,pca@32,32.0,val,7,bid,volume,0.3888052105903625,0.5258222818374634,0.3493393659591675
pca,pca@32,32.0,val,7,ask,volume,0.2179253846406936,0.3666583895683288,0.1437883675098419
pca,pca@32,32.0,val,8,bid,price,0.0010823071934282,0.025140706449747,0.0099431499838829
pca,pca@32,32.0,val,8,ask,price,0.001097461557947,0.0253481529653072,0.0101894047111272
pca,pca@32,32.0,val,8,bid,volume,0.5279121398925781,0.6410700082778931,0.3887077867984772
pca,pca@32,32.0,val,8,ask,volume,0.2469764649868011,0.3941280245780945,0.151626244187355
pca,pca@32,32.0,val,9,bid,price,0.0010819364106282,0.0251365173608064,0.0099306581541895
pca,pca@32,32.0,val,9,ask,price,0.0010979151120409,0.0253531299531459,0.010202333331108
pca,pca@32,32.0,val,9,bid,volume,0.3678617179393768,0.4805413782596588,0.2353427410125732
pca,pca@32,32.0,val,9,ask,volume,0.3928313255310058,0.4941276609897613,0.2242093384265899
pca,pca@32,32.0,val,10,bid,price,0.0010815755231305,0.0251324288547039,0.0099182110279798
pca,pca@32,32.0,val,10,ask,price,0.0010983676183968,0.0253580752760171,0.0102152535691857
pca,pca@32,32.0,val,10,bid,volume,0.5203197002410889,0.5682292580604553,0.240410715341568
pca,pca@32,32.0,val,10,ask,volume,1.6971949338912964,0.7693686485290527,0.2754710912704468
pca,pca@32,32.0,test,1,bid,price,0.085537664592266,0.2687890231609344,0.0242088567465543
pca,pca@32,32.0,test,1,ask,price,0.0881711170077323,0.2735122442245483,0.0246650986373424
pca,pca@32,32.0,test,1,bid,volume,0.1373009085655212,0.3005235195159912,0.4038764536380768
pca,pca@32,32.0,test,1,ask,volume,0.7720005512237549,0.7452902793884277,0.2492056339979171
pca,pca@32,32.0,test,2,bid,price,0.0013958950294181,0.0280720144510269,0.0111751910299062
pca,pca@32,32.0,test,2,ask,price,0.0013836208963766,0.0279369540512561,0.0111579066142439
pca,pca@32,32.0,test,2,bid,volume,0.1124329045414924,0.2675686776638031,0.4862906634807586
pca,pca@32,32.0,test,2,ask,volume,0.5029036998748779,0.5203140377998352,0.1477321088314056
pca,pca@32,32.0,test,3,bid,price,0.0013946947874501,0.028056114912033,0.0111567676067352
pca,pca@32,32.0,test,3,ask,price,0.0013846619985997,0.0279509834945201,0.0111755579710006
pca,pca@32,32.0,test,3,bid,volume,0.117509625852108,0.2857605218887329,0.5088149309158325
pca,pca@32,32.0,test,3,ask,volume,0.3217593729496002,0.4024496376514435,0.1215189546346664
pca,pca@32,32.0,test,4,bid,price,0.001393518759869,0.0280405208468437,0.01113848015666
pca,pca@32,32.0,test,4,ask,price,0.0013857171870768,0.0279651395976543,0.0111932717263698
pca,pca@32,32.0,test,4,bid,volume,0.1488764584064483,0.3021353483200073,0.4776054918766022
pca,pca@32,32.0,test,4,ask,volume,0.4819895327091217,0.5212885737419128,0.1672640293836593
pca,pca@32,32.0,test,5,bid,price,0.0013923386577516,0.028024848550558,0.0111201740801334
pca,pca@32,32.0,test,5,ask,price,0.001386777497828,0.0279793981462717,0.0112110394984483
pca,pca@32,32.0,test,5,bid,volume,0.1935114562511444,0.3613333404064178,0.4773264825344085
pca,pca@32,32.0,test,5,ask,volume,0.749347448348999,0.6903403997421265,0.2249116003513336
pca,pca@32,32.0,test,6,bid,price,0.0013911684509366,0.0280092936009168,0.0111019294708967
pca,pca@32,32.0,test,6,ask,price,0.0013878406025469,0.027993680909276,0.0112288286909461
pca,pca@32,32.0,test,6,bid,volume,0.1649340987205505,0.3051059544086456,0.2454296648502349
pca,pca@32,32.0,test,6,ask,volume,0.817078709602356,0.7544058561325073,0.2692545056343078
pca,pca@32,32.0,test,7,bid,price,0.0013900102348998,0.0279939007014036,0.0110837630927562
pca,pca@32,32.0,test,7,ask,price,0.0013889175606891,0.0280081238597631,0.0112466933205723
pca,pca@32,32.0,test,7,bid,volume,0.371111512184143,0.489421010017395,0.3251478970050812
pca,pca@32,32.0,test,7,ask,volume,0.5005229711532593,0.5652573108673096,0.2214290350675583
pca,pca@32,32.0,test,8,bid,price,0.001388858188875,0.0279784761369228,0.0110655948519706
pca,pca@32,32.0,test,8,ask,price,0.0013900039484724,0.0280226953327655,0.0112646240741014
pca,pca@32,32.0,test,8,bid,volume,0.7476775646209717,0.7910064458847046,0.4796110391616821
pca,pca@32,32.0,test,8,ask,volume,0.5258663892745972,0.5721256136894226,0.2198895364999771
pca,pca@32,32.0,test,9,bid,price,0.0013877007877454,0.0279631167650222,0.0110474666580557
pca,pca@32,32.0,test,9,ask,price,0.0013910928973928,0.028037229552865,0.0112825520336627
pca,pca@32,32.0,test,9,bid,volume,1.0478593111038208,0.8789229393005371,0.4304596185684204
pca,pca@32,32.0,test,9,ask,volume,0.5593709945678711,0.6307491064071655,0.2854747474193573
pca,pca@32,32.0,test,10,bid,price,0.0013865623623132,0.0279479119926691,0.0110294129699468
pca,pca@32,32.0,test,10,ask,price,0.0013921982608735,0.0280520133674144,0.0113005936145782
pca,pca@32,32.0,test,10,bid,volume,2.2835769653320312,1.27311110496521,0.5385828018188477
pca,pca@32,32.0,test,10,ask,volume,0.9420529007911682,0.8887466192245483,0.3222068250179291
pca,pca@64,64.0,train,1,bid,price,0.4801406264305115,0.1669944822788238,0.0150403846055269
pca,pca@64,64.0,train,1,ask,price,0.4791623950004577,0.1667874753475189,0.015040579251945
pca,pca@64,64.0,train,1,bid,volume,0.2261720895767212,0.2669219374656677,0.3587141036987304
pca,pca@64,64.0,train,1,ask,volume,0.2690626084804535,0.3634302318096161,0.121536985039711
pca,pca@64,64.0,train,2,bid,price,0.0184539835900068,0.0255768317729234,0.0101818703114986
pca,pca@64,64.0,train,2,ask,price,0.018483392894268,0.0256054513156414,0.0102267088368535
pca,pca@64,64.0,train,2,bid,volume,0.137004941701889,0.2306556552648544,0.4191977977752685
pca,pca@64,64.0,train,2,ask,volume,0.2657439708709717,0.3413283228874206,0.0969131141901016
pca,pca@64,64.0,train,3,bid,price,0.0184535030275583,0.0255734343081712,0.0101694948971271
pca,pca@64,64.0,train,3,ask,price,0.0184838362038135,0.0256088655441999,0.0102391093969345
pca,pca@64,64.0,train,3,bid,volume,0.1051448062062263,0.2108635455369949,0.375434547662735
pca,pca@64,64.0,train,3,ask,volume,0.2373359054327011,0.3379396200180053,0.102033793926239
pca,pca@64,64.0,train,4,bid,price,0.0184530299156904,0.0255700536072254,0.0101571306586265
pca,pca@64,64.0,train,4,ask,price,0.0184842851012945,0.0256123039871454,0.0102515239268541
pca,pca@64,64.0,train,4,bid,volume,0.0775737091898918,0.1886935532093048,0.2982857525348663
pca,pca@64,64.0,train,4,ask,volume,0.2215116024017334,0.3091522455215454,0.0992807447910308
pca,pca@64,64.0,train,5,bid,price,0.018452551215887,0.0255666952580213,0.0101447757333517
pca,pca@64,64.0,train,5,ask,price,0.0184847321361303,0.0256157647818326,0.0102639496326446
pca,pca@64,64.0,train,5,bid,volume,0.1464932411909103,0.248128205537796,0.3277821838855743
pca,pca@64,64.0,train,5,ask,volume,0.2261725664138794,0.307696133852005,0.1002338156104087
pca,pca@64,64.0,train,6,bid,price,0.0184520743787288,0.0255633573979139,0.0101324319839477
pca,pca@64,64.0,train,6,ask,price,0.0184851754456758,0.0256192348897457,0.0102763846516609
pca,pca@64,64.0,train,6,bid,volume,0.1480246931314468,0.2573764026165008,0.2069675475358963
pca,pca@64,64.0,train,6,ask,volume,0.2310103625059127,0.3102561831474304,0.1107216626405716
pca,pca@64,64.0,train,7,bid,price,0.0184515994042158,0.0255600251257419,0.0101200956851243
pca,pca@64,64.0,train,7,ask,price,0.0184856243431568,0.0256227180361747,0.0102888233959674
pca,pca@64,64.0,train,7,bid,volume,0.1697661876678466,0.287209153175354,0.1907992511987686
pca,pca@64,64.0,train,7,ask,volume,0.2347599118947982,0.3012261688709259,0.1179512590169906
pca,pca@64,64.0,train,8,bid,price,0.0184511262923479,0.0255567338317632,0.0101077770814299
pca,pca@64,64.0,train,8,ask,price,0.0184860713779926,0.0256262216717004,0.0103012770414352
pca,pca@64,64.0,train,8,bid,volume,0.1427448093891143,0.2411772906780243,0.1462313681840896
pca,pca@64,64.0,train,8,ask,volume,0.2742228209972381,0.308073341846466,0.118446834385395
pca,pca@64,64.0,train,9,bid,price,0.0184506475925445,0.0255534406751394,0.010095459409058
pca,pca@64,64.0,train,9,ask,price,0.0184865165501832,0.025629736483097,0.0103137390688061
pca,pca@64,64.0,train,9,bid,volume,0.2081116437911987,0.2943819165229797,0.1441800445318222
pca,pca@64,64.0,train,9,ask,volume,0.2126571089029312,0.269528180360794,0.1218854039907455
pca,pca@64,64.0,train,10,bid,price,0.0184501707553863,0.0255501791834831,0.0100831585004925
pca,pca@64,64.0,train,10,ask,price,0.0184869635850191,0.0256332792341709,0.0103262122720479
pca,pca@64,64.0,train,10,bid,volume,0.1820388287305832,0.2827798426151275,0.1196274831891059
pca,pca@64,64.0,train,10,ask,volume,0.28721684217453,0.3144285678863525,0.1144778355956077
pca,pca@64,64.0,val,1,bid,price,0.0320901684463024,0.1458270251750946,0.0131334876641631
pca,pca@64,64.0,val,1,ask,price,0.0313975140452384,0.1438707411289215,0.0129735339432954
pca,pca@64,64.0,val,1,bid,volume,0.0884827449917793,0.2182076275348663,0.293248564004898
pca,pca@64,64.0,val,1,ask,volume,0.2922890186309814,0.3798496127128601,0.127027615904808
pca,pca@64,64.0,val,2,bid,price,0.0006203580414876,0.017946345731616,0.0071441950276494
pca,pca@64,64.0,val,2,ask,price,0.0006333648925647,0.0181079506874084,0.0072321747429668
pca,pca@64,64.0,val,2,bid,volume,0.0865026712417602,0.2238885462284088,0.4068990647792816
pca,pca@64,64.0,val,2,ask,volume,0.2184043675661087,0.3533700704574585,0.1003310158848762
pca,pca@64,64.0,val,3,bid,price,0.0006200584466569,0.0179415121674537,0.0071345372125506
pca,pca@64,64.0,val,3,ask,price,0.0006337122176773,0.0181136429309844,0.0072422558441758
pca,pca@64,64.0,val,3,bid,volume,0.1463630348443985,0.3286398351192474,0.5851319432258606
pca,pca@64,64.0,val,3,ask,volume,0.2254773080348968,0.3550445437431335,0.1071922034025192
pca,pca@64,64.0,val,4,bid,price,0.0006197617622092,0.0179367661476135,0.007124918513
pca,pca@64,64.0,val,4,ask,price,0.0006340689142234,0.018119478598237,0.007252397481352
pca,pca@64,64.0,val,4,bid,volume,0.1691316068172454,0.3489918708801269,0.5516680479049683
pca,pca@64,64.0,val,4,ask,volume,0.1912440806627273,0.3561323285102844,0.1144297197461128
pca,pca@64,64.0,val,5,bid,price,0.000619467056822,0.017932066693902,0.007115323562175
pca,pca@64,64.0,val,5,ask,price,0.0006344198482111,0.0181252639740705,0.0072625265456736
pca,pca@64,64.0,val,5,bid,volume,0.1114786267280578,0.2745087146759033,0.3626250326633453
