model,model_variant,latent_dim,split,timestep,normalized_mse,normalized_mae
last_snapshot_repeat,last_snapshot_repeat@40,40.0,test,90,0.7350684404373169,0.21209731698036194
last_snapshot_repeat,last_snapshot_repeat@40,40.0,test,91,0.7213236689567566,0.19982273876667023
last_snapshot_repeat,last_snapshot_repeat@40,40.0,test,92,0.6555800437927246,0.19000676274299622
last_snapshot_repeat,last_snapshot_repeat@40,40.0,test,93,0.5988157391548157,0.17785996198654175
last_snapshot_repeat,last_snapshot_repeat@40,40.0,test,94,0.543599545955658,0.1558169722557068
last_snapshot_repeat,last_snapshot_repeat@40,40.0,test,95,0.49626949429512024,0.13195714354515076
last_snapshot_repeat,last_snapshot_repeat@40,40.0,test,96,0.38960278034210205,0.10797518491744995
last_snapshot_repeat,last_snapshot_repeat@40,40.0,test,97,0.3164113759994507,0.08845887333154678
last_snapshot_repeat,last_snapshot_repeat@40,40.0,test,98,0.13692067563533783,0.04782886430621147
last_snapshot_repeat,last_snapshot_repeat@40,40.0,test,99,0.0,0.0
pca,pca@8,8.0,train,0,0.4117656946182251,0.3207784593105316
pca,pca@8,8.0,train,1,0.3977426290512085,0.31836652755737305
pca,pca@8,8.0,train,2,0.390755832195282,0.31496989727020264
pca,pca@8,8.0,train,3,0.3723471760749817,0.3130624294281006
pca,pca@8,8.0,train,4,0.37397199869155884,0.3091323971748352
pca,pca@8,8.0,train,5,0.36420708894729614,0.3071008026599884
pca,pca@8,8.0,train,6,0.3621152341365814,0.30444034934043884
pca,pca@8,8.0,train,7,0.3476499617099762,0.30300214886665344
pca,pca@8,8.0,train,8,0.3535902202129364,0.29990753531455994
pca,pca@8,8.0,train,9,0.3478540778160095,0.2983795404434204
pca,pca@8,8.0,train,10,0.3491249978542328,0.2965206205844879
pca,pca@8,8.0,train,11,0.33836522698402405,0.29587411880493164
pca,pca@8,8.0,train,12,0.3467860519886017,0.2937253415584564
pca,pca@8,8.0,train,13,0.3444245457649231,0.2934900224208832
pca,pca@8,8.0,train,14,0.3471716344356537,0.2922680675983429
pca,pca@8,8.0,train,15,0.3392181098461151,0.29314860701560974
pca,pca@8,8.0,train,16,0.3482862114906311,0.2918136715888977
pca,pca@8,8.0,train,17,0.3481440544128418,0.2930573523044586
pca,pca@8,8.0,train,18,0.3507569134235382,0.2922370433807373
pca,pca@8,8.0,train,19,0.3443414568901062,0.2942611575126648
pca,pca@8,8.0,train,20,0.3527911305427551,0.2931075394153595
pca,pca@8,8.0,train,21,0.35358306765556335,0.29526036977767944
pca,pca@8,8.0,train,22,0.3551616072654724,0.2943456470966339
pca,pca@8,8.0,train,23,0.34902581572532654,0.2968199551105499
pca,pca@8,8.0,train,24,0.3564092218875885,0.295138418674469
pca,pca@8,8.0,train,25,0.3570528030395508,0.2973583936691284
pca,pca@8,8.0,train,26,0.357531875371933,0.295743852853775
pca,pca@8,8.0,train,27,0.3507651388645172,0.2980782687664032
pca,pca@8,8.0,train,28,0.35743317008018494,0.29575416445732117
pca,pca@8,8.0,train,29,0.35730603337287903,0.29759570956230164
pca,pca@8,8.0,train,30,0.35731348395347595,0.2956143021583557
pca,pca@8,8.0,train,31,0.3495400846004486,0.2974856197834015
pca,pca@8,8.0,train,32,0.3562885820865631,0.2949543595314026
pca,pca@8,8.0,train,33,0.35525116324424744,0.2962546646595001
pca,pca@8,8.0,train,34,0.3557070791721344,0.29430902004241943
pca,pca@8,8.0,train,35,0.34707018733024597,0.29570716619491577
pca,pca@8,8.0,train,36,0.35466301441192627,0.2933120131492615
pca,pca@8,8.0,train,37,0.353036493062973,0.29417064785957336
pca,pca@8,8.0,train,38,0.3546023964881897,0.29254063963890076
pca,pca@8,8.0,train,39,0.34560510516166687,0.2936176359653473
pca,pca@8,8.0,train,40,0.3540304899215698,0.2914755046367645
pca,pca@8,8.0,train,41,0.352291464805603,0.29219552874565125
pca,pca@8,8.0,train,42,0.35408076643943787,0.29076313972473145
pca,pca@8,8.0,train,43,0.3451380133628845,0.2917681932449341
pca,pca@8,8.0,train,44,0.3535636067390442,0.2897864878177643
pca,pca@8,8.0,train,45,0.35185885429382324,0.2905082404613495
pca,pca@8,8.0,train,46,0.3536587059497833,0.2894267737865448
pca,pca@8,8.0,train,47,0.34473899006843567,0.2904037833213806
pca,pca@8,8.0,train,48,0.3532949686050415,0.2888016998767853
pca,pca@8,8.0,train,49,0.35169559717178345,0.2897508442401886
pca,pca@8,8.0,train,50,0.35359299182891846,0.28901153802871704
pca,pca@8,8.0,train,51,0.34478864073753357,0.2903227210044861
pca,pca@8,8.0,train,52,0.3535248339176178,0.28914618492126465
pca,pca@8,8.0,train,53,0.35206761956214905,0.29063862562179565
pca,pca@8,8.0,train,54,0.3540445864200592,0.29009079933166504
pca,pca@8,8.0,train,55,0.34534722566604614,0.2917994558811188
pca,pca@8,8.0,train,56,0.354172945022583,0.2908095121383667
pca,pca@8,8.0,train,57,0.3527947962284088,0.29259535670280457
pca,pca@8,8.0,train,58,0.35476967692375183,0.29205483198165894
pca,pca@8,8.0,train,59,0.34607765078544617,0.29394954442977905
pca,pca@8,8.0,train,60,0.35483694076538086,0.29297390580177307
pca,pca@8,8.0,train,61,0.35335949063301086,0.2949390113353729
pca,pca@8,8.0,train,62,0.35521233081817627,0.29429519176483154
pca,pca@8,8.0,train,63,0.3471413850784302,0.2964630424976349
pca,pca@8,8.0,train,64,0.3555539846420288,0.2952497601509094
pca,pca@8,8.0,train,65,0.3554048240184784,0.29760128259658813
pca,pca@8,8.0,train,66,0.35676777362823486,0.2964950203895569
pca,pca@8,8.0,train,67,0.3497379422187805,0.29888057708740234
pca,pca@8,8.0,train,68,0.3574657440185547,0.2971947491168976
pca,pca@8,8.0,train,69,0.35795652866363525,0.2996181547641754
pca,pca@8,8.0,train,70,0.3585698902606964,0.2979603409767151
pca,pca@8,8.0,train,71,0.35170772671699524,0.3002403676509857
pca,pca@8,8.0,train,72,0.3586055636405945,0.2980281114578247
pca,pca@8,8.0,train,73,0.3587382137775421,0.3001305162906647
pca,pca@8,8.0,train,74,0.35863909125328064,0.2979357838630676
pca,pca@8,8.0,train,75,0.3509942889213562,0.29972580075263977
pca,pca@8,8.0,train,76,0.35736367106437683,0.2970632016658783
pca,pca@8,8.0,train,77,0.3563140332698822,0.2984273135662079
pca,pca@8,8.0,train,78,0.35603711009025574,0.2959842383861542
pca,pca@8,8.0,train,79,0.3470897972583771,0.2970544099807739
pca,pca@8,8.0,train,80,0.35365429520606995,0.29448917508125305
pca,pca@8,8.0,train,81,0.3512776494026184,0.2953694760799408
pca,pca@8,8.0,train,82,0.3517702519893646,0.2937263548374176
pca,pca@8,8.0,train,83,0.34177786111831665,0.294784814119339
pca,pca@8,8.0,train,84,0.3496590256690979,0.29324012994766235
pca,pca@8,8.0,train,85,0.3466995656490326,0.2942620813846588
pca,pca@8,8.0,train,86,0.34916239976882935,0.2942298352718353
pca,pca@8,8.0,train,87,0.33922314643859863,0.2958487868309021
pca,pca@8,8.0,train,88,0.3496682941913605,0.29589882493019104
pca,pca@8,8.0,train,89,0.34762999415397644,0.2976307272911072
pca,pca@8,8.0,train,90,0.3532513678073883,0.2992256283760071
pca,pca@8,8.0,train,91,0.3450307548046112,0.3016747236251831
pca,pca@8,8.0,train,92,0.35913634300231934,0.30287155508995056
pca,pca@8,8.0,train,93,0.3598909080028534,0.3055075407028198
pca,pca@8,8.0,train,94,0.369491308927536,0.3080406188964844
pca,pca@8,8.0,train,95,0.3647671043872833,0.3115454316139221
pca,pca@8,8.0,train,96,0.38310936093330383,0.3134377896785736
pca,pca@8,8.0,train,97,0.3882923424243927,0.31690555810928345
pca,pca@8,8.0,train,98,0.40219154953956604,0.3197735846042633
pca,pca@8,8.0,train,99,0.40230593085289,0.32414427399635315
pca,pca@8,8.0,val,0,0.9321111440658569,0.5218607783317566
pca,pca@8,8.0,val,1,0.9154874682426453,0.5159353613853455
pca,pca@8,8.0,val,2,0.8960700035095215,0.5119022727012634
pca,pca@8,8.0,val,3,0.8720231056213379,0.5075787901878357
pca,pca@8,8.0,val,4,0.8833422064781189,0.5011279582977295
pca,pca@8,8.0,val,5,0.8776218295097351,0.4958842098712921
pca,pca@8,8.0,val,6,0.8591353893280029,0.4916097819805145
pca,pca@8,8.0,val,7,0.8343421220779419,0.4869977533817291
pca,pca@8,8.0,val,8,0.8556132912635803,0.4821301996707916
pca,pca@8,8.0,val,9,0.8602286577224731,0.4783501923084259
pca,pca@8,8.0,val,10,0.8421996831893921,0.4747079312801361
pca,pca@8,8.0,val,11,0.8179194927215576,0.4717857241630554
pca,pca@8,8.0,val,12,0.8453574180603027,0.4687153398990631
pca,pca@8,8.0,val,13,0.8581780791282654,0.4674123525619507
pca,pca@8,8.0,val,14,0.8401473164558411,0.46426427364349365
pca,pca@8,8.0,val,15,0.8168577551841736,0.4644748568534851
pca,pca@8,8.0,val,16,0.8461617827415466,0.46262913942337036
pca,pca@8,8.0,val,17,0.8640531301498413,0.46460604667663574
pca,pca@8,8.0,val,18,0.8457597494125366,0.46162232756614685
pca,pca@8,8.0,val,19,0.8233367800712585,0.4656547009944916
pca,pca@8,8.0,val,20,0.851317286491394,0.4639485776424408
pca,pca@8,8.0,val,21,0.8711233735084534,0.4689925014972687
pca,pca@8,8.0,val,22,0.8525174260139465,0.46562981605529785
pca,pca@8,8.0,val,23,0.8305020928382874,0.47240033745765686
pca,pca@8,8.0,val,24,0.8558237552642822,0.46942195296287537
pca,pca@8,8.0,val,25,0.875174343585968,0.47463083267211914
pca,pca@8,8.0,val,26,0.8563854694366455,0.4700060188770294
pca,pca@8,8.0,val,27,0.8341880440711975,0.4767170548439026
pca,pca@8,8.0,val,28,0.8574002385139465,0.47230586409568787
pca,pca@8,8.0,val,29,0.8750526309013367,0.47656509280204773
pca,pca@8,8.0,val,30,0.8564056158065796,0.4711493253707886
pca,pca@8,8.0,val,31,0.8334044814109802,0.4771338999271393
pca,pca@8,8.0,val,32,0.8562542200088501,0.47161662578582764
pca,pca@8,8.0,val,33,0.8721692562103271,0.4746167063713074
pca,pca@8,8.0,val,34,0.8538650870323181,0.46890124678611755
pca,pca@8,8.0,val,35,0.8300285935401917,0.47405070066452026
pca,pca@8,8.0,val,36,0.8544968962669373,0.4681118428707123
pca,pca@8,8.0,val,37,0.8690506219863892,0.4698341488838196
pca,pca@8,8.0,val,38,0.8512855768203735,0.46425163745880127
pca,pca@8,8.0,val,39,0.827080488204956,0.4685145616531372
pca,pca@8,8.0,val,40,0.8533823490142822,0.46301189064979553
pca,pca@8,8.0,val,41,0.8674708604812622,0.4640102684497833
pca,pca@8,8.0,val,42,0.8502185940742493,0.45951351523399353
pca,pca@8,8.0,val,43,0.8260898590087891,0.4627766013145447
pca,pca@8,8.0,val,44,0.8524433374404907,0.4585995674133301
pca,pca@8,8.0,val,45,0.8666737675666809,0.4597700238227844
pca,pca@8,8.0,val,46,0.8498731851577759,0.4573326110839844
pca,pca@8,8.0,val,47,0.8254414200782776,0.4602021872997284
pca,pca@8,8.0,val,48,0.8521652221679688,0.4586719870567322
pca,pca@8,8.0,val,49,0.8668254613876343,0.46156442165374756
pca,pca@8,8.0,val,50,0.8505344986915588,0.46083593368530273
pca,pca@8,8.0,val,51,0.8259146213531494,0.4641096591949463
pca,pca@8,8.0,val,52,0.8530937433242798,0.46392741799354553
pca,pca@8,8.0,val,53,0.8682449460029602,0.46815454959869385
pca,pca@8,8.0,val,54,0.8524242639541626,0.467609703540802
pca,pca@8,8.0,val,55,0.8277338743209839,0.4711223244667053
pca,pca@8,8.0,val,56,0.8552236557006836,0.47083035111427307
pca,pca@8,8.0,val,57,0.8705843091011047,0.47585344314575195
pca,pca@8,8.0,val,58,0.855069637298584,0.4745804965496063
pca,pca@8,8.0,val,59,0.8303050398826599,0.4780159890651703
pca,pca@8,8.0,val,60,0.8576686382293701,0.4772105813026428
pca,pca@8,8.0,val,61,0.8724718689918518,0.4807118773460388
pca,pca@8,8.0,val,62,0.8571097254753113,0.47835254669189453
pca,pca@8,8.0,val,63,0.8322569727897644,0.48161569237709045
pca,pca@8,8.0,val,64,0.8589318990707397,0.4799196720123291
pca,pca@8,8.0,val,65,0.8767281770706177,0.4846970736980438
pca,pca@8,8.0,val,66,0.8613545894622803,0.48100414872169495
pca,pca@8,8.0,val,67,0.8366498947143555,0.4848107099533081
pca,pca@8,8.0,val,68,0.8618255853652954,0.48191890120506287
pca,pca@8,8.0,val,69,0.880773663520813,0.48693472146987915
pca,pca@8,8.0,val,70,0.8653497099876404,0.48185989260673523
pca,pca@8,8.0,val,71,0.8407350778579712,0.4856909215450287
pca,pca@8,8.0,val,72,0.8640362024307251,0.48153963685035706
pca,pca@8,8.0,val,73,0.8817272782325745,0.48575884103775024
pca,pca@8,8.0,val,74,0.8663730621337891,0.4793670177459717
pca,pca@8,8.0,val,75,0.8416184782981873,0.4824681878089905
pca,pca@8,8.0,val,76,0.8634650111198425,0.47724589705467224
pca,pca@8,8.0,val,77,0.8781905770301819,0.4800146818161011
pca,pca@8,8.0,val,78,0.8630174994468689,0.47281330823898315
pca,pca@8,8.0,val,79,0.8378554582595825,0.4747859835624695
pca,pca@8,8.0,val,80,0.8600685000419617,0.47000062465667725
pca,pca@8,8.0,val,81,0.8716437816619873,0.4717004895210266
pca,pca@8,8.0,val,82,0.8572481870651245,0.4661387503147125
pca,pca@8,8.0,val,83,0.8313761949539185,0.46839413046836853
pca,pca@8,8.0,val,84,0.8568627834320068,0.4657656252384186
pca,pca@8,8.0,val,85,0.8673930764198303,0.46746885776519775
pca,pca@8,8.0,val,86,0.8540453314781189,0.46557512879371643
pca,pca@8,8.0,val,87,0.8275848031044006,0.46845728158950806
pca,pca@8,8.0,val,88,0.8599788546562195,0.46941205859184265
pca,pca@8,8.0,val,89,0.8731086254119873,0.4718530774116516
pca,pca@8,8.0,val,90,0.8609721064567566,0.4737599194049835
pca,pca@8,8.0,val,91,0.8343250155448914,0.47790753841400146
pca,pca@8,8.0,val,92,0.8769720196723938,0.48245853185653687
pca,pca@8,8.0,val,93,0.8970788717269897,0.48723170161247253
pca,pca@8,8.0,val,94,0.8860204815864563,0.4923986792564392
pca,pca@8,8.0,val,95,0.8599349856376648,0.49790921807289124
pca,pca@8,8.0,val,96,0.9149135947227478,0.5053135752677917
pca,pca@8,8.0,val,97,0.9457702040672302,0.512857973575592
pca,pca@8,8.0,val,98,0.935803234577179,0.5202545523643494
pca,pca@8,8.0,val,99,0.9112025499343872,0.5267935395240784
pca,pca@8,8.0,test,0,0.9456889629364014,0.5054999589920044
pca,pca@8,8.0,test,1,0.9136863946914673,0.504538893699646
pca,pca@8,8.0,test,2,0.9205523133277893,0.49866384267807007
pca,pca@8,8.0,test,3,0.9244981408119202,0.4992329776287079
pca,pca@8,8.0,test,4,0.895178496837616,0.4929770529270172
pca,pca@8,8.0,test,5,0.8632993698120117,0.4920505881309509
pca,pca@8,8.0,test,6,0.8823625445365906,0.4881898760795593
pca,pca@8,8.0,test,7,0.8975558876991272,0.4893586039543152
pca,pca@8,8.0,test,8,0.8691782355308533,0.483977735042572
pca,pca@8,8.0,test,9,0.8366012573242188,0.48288384079933167
pca,pca@8,8.0,test,10,0.8642686009407043,0.48066508769989014
pca,pca@8,8.0,test,11,0.8893364071846008,0.48273712396621704
pca,pca@8,8.0,test,12,0.8611371517181396,0.4782409965991974
pca,pca@8,8.0,test,13,0.8288038372993469,0.4775567650794983
pca,pca@8,8.0,test,14,0.860478401184082,0.4760786294937134
pca,pca@8,8.0,test,15,0.8925837874412537,0.47936341166496277
pca,pca@8,8.0,test,16,0.8639097213745117,0.4756423234939575
pca,pca@8,8.0,test,17,0.8322286009788513,0.4754803478717804
pca,pca@8,8.0,test,18,0.8638831377029419,0.474359393119812
pca,pca@8,8.0,test,19,0.8996273279190063,0.4782027304172516
pca,pca@8,8.0,test,20,0.8706585168838501,0.4751254618167877
pca,pca@8,8.0,test,21,0.839506208896637,0.47543853521347046
pca,pca@8,8.0,test,22,0.8688220381736755,0.4738712012767792
pca,pca@8,8.0,test,23,0.9052673578262329,0.4775480031967163
pca,pca@8,8.0,test,24,0.8759928345680237,0.4741058349609375
pca,pca@8,8.0,test,25,0.8447799682617188,0.4742770195007324
pca,pca@8,8.0,test,26,0.8715501427650452,0.47202107310295105
pca,pca@8,8.0,test,27,0.9068734645843506,0.47582006454467773
pca,pca@8,8.0,test,28,0.8773828148841858,0.4718596935272217
pca,pca@8,8.0,test,29,0.8457033634185791,0.47269460558891296
pca,pca@8,8.0,test,30,0.8716413974761963,0.46969181299209595
pca,pca@8,8.0,test,31,0.9050484299659729,0.4738335609436035
pca,pca@8,8.0,test,32,0.8754943013191223,0.46944233775138855
pca,pca@8,8.0,test,33,0.8431118726730347,0.4702005982398987
pca,pca@8,8.0,test,34,0.87009596824646,0.4672672748565674
pca,pca@8,8.0,test,35,0.902022659778595,0.4710947573184967
pca,pca@8,8.0,test,36,0.8725351095199585,0.4668673574924469
pca,pca@8,8.0,test,37,0.8396927118301392,0.46721726655960083
pca,pca@8,8.0,test,38,0.8692372441291809,0.4653628170490265
pca,pca@8,8.0,test,39,0.9005776047706604,0.46881765127182007
pca,pca@8,8.0,test,40,0.8711586594581604,0.4654028117656708
pca,pca@8,8.0,test,41,0.8385977745056152,0.4654357135295868
pca,pca@8,8.0,test,42,0.8687418699264526,0.4649101197719574
pca,pca@8,8.0,test,43,0.9002344608306885,0.4678957760334015
pca,pca@8,8.0,test,44,0.8708235025405884,0.46586981415748596
pca,pca@8,8.0,test,45,0.8383829593658447,0.4658734202384949
pca,pca@8,8.0,test,46,0.8687849044799805,0.46612977981567383
pca,pca@8,8.0,test,47,0.9006494879722595,0.4690093696117401
pca,pca@8,8.0,test,48,0.8712294101715088,0.4673706889152527
pca,pca@8,8.0,test,49,0.8387394547462463,0.4677627682685852
pca,pca@8,8.0,test,50,0.869691789150238,0.46810591220855713
pca,pca@8,8.0,test,51,0.9021008014678955,0.4714808464050293
pca,pca@8,8.0,test,52,0.8727545738220215,0.46980786323547363
pca,pca@8,8.0,test,53,0.8403189778327942,0.47074389457702637
pca,pca@8,8.0,test,54,0.8714900612831116,0.4707706868648529
pca,pca@8,8.0,test,55,0.9042661190032959,0.4748035967350006
pca,pca@8,8.0,test,56,0.8750724196434021,0.4730789065361023
pca,pca@8,8.0,test,57,0.8427608013153076,0.47450950741767883
pca,pca@8,8.0,test,58,0.8739917278289795,0.47421514987945557
pca,pca@8,8.0,test,59,0.9066967368125916,0.4784535765647888
pca,pca@8,8.0,test,60,0.8777421712875366,0.47650474309921265
pca,pca@8,8.0,test,61,0.8456694483757019,0.47772982716560364
pca,pca@8,8.0,test,62,0.8764239549636841,0.47683286666870117
pca,pca@8,8.0,test,63,0.9106308221817017,0.48213163018226624
pca,pca@8,8.0,test,64,0.8817654252052307,0.4794059693813324
pca,pca@8,8.0,test,65,0.8500109910964966,0.48184627294540405
pca,pca@8,8.0,test,66,0.8795816898345947,0.47992467880249023
pca,pca@8,8.0,test,67,0.9161561727523804,0.48646995425224304
pca,pca@8,8.0,test,68,0.887259840965271,0.4829121530056
pca,pca@8,8.0,test,69,0.8557502031326294,0.48587939143180847
pca,pca@8,8.0,test,70,0.8833046555519104,0.48283860087394714
pca,pca@8,8.0,test,71,0.9199198484420776,0.48953378200531006
pca,pca@8,8.0,test,72,0.8910875916481018,0.4852685332298279
pca,pca@8,8.0,test,73,0.8595964312553406,0.48801693320274353
pca,pca@8,8.0,test,74,0.8851755857467651,0.48402395844459534
pca,pca@8,8.0,test,75,0.9193506836891174,0.48999106884002686
pca,pca@8,8.0,test,76,0.8906448483467102,0.4851841926574707
pca,pca@8,8.0,test,77,0.8589250445365906,0.4870489239692688
pca,pca@8,8.0,test,78,0.8836249709129333,0.48242416977882385
pca,pca@8,8.0,test,79,0.9136927127838135,0.4873478412628174
pca,pca@8,8.0,test,80,0.8852711915969849,0.48242220282554626
pca,pca@8,8.0,test,81,0.853518009185791,0.483841210603714
pca,pca@8,8.0,test,82,0.8799079060554504,0.4796920716762543
pca,pca@8,8.0,test,83,0.9066197872161865,0.4842367470264435
pca,pca@8,8.0,test,84,0.8787280321121216,0.48032146692276
pca,pca@8,8.0,test,85,0.8462426066398621,0.48167741298675537
pca,pca@8,8.0,test,86,0.8779963254928589,0.4791686534881592
pca,pca@8,8.0,test,87,0.9049158692359924,0.4841768145561218
pca,pca@8,8.0,test,88,0.8776911497116089,0.4809872806072235
pca,pca@8,8.0,test,89,0.8445098996162415,0.48254624009132385
pca,pca@8,8.0,test,90,0.8853826522827148,0.48105400800704956
pca,pca@8,8.0,test,91,0.9165573120117188,0.4864840507507324
pca,pca@8,8.0,test,92,0.8897317051887512,0.4833565950393677
pca,pca@8,8.0,test,93,0.8563888669013977,0.48548781871795654
pca,pca@8,8.0,test,94,0.9093186855316162,0.48617225885391235
pca,pca@8,8.0,test,95,0.9493566155433655,0.492819219827652
pca,pca@8,8.0,test,96,0.9229210615158081,0.4904434084892273
pca,pca@8,8.0,test,97,0.8903416991233826,0.4933459758758545
pca,pca@8,8.0,test,98,0.9569808840751648,0.4968886375427246
pca,pca@8,8.0,test,99,1.0091559886932373,0.5060906410217285
pca,pca@16,16.0,train,0,0.33091026544570923,0.2871668040752411
pca,pca@16,16.0,train,1,0.31466060876846313,0.28470009565353394
pca,pca@16,16.0,train,2,0.30922815203666687,0.27956292033195496
pca,pca@16,16.0,train,3,0.29102271795272827,0.2760448455810547
pca,pca@16,16.0,train,4,0.29449114203453064,0.26964253187179565
pca,pca@16,16.0,train,5,0.28675591945648193,0.26683932542800903
pca,pca@16,16.0,train,6,0.2870055139064789,0.26144537329673767
pca,pca@16,16.0,train,7,0.275507390499115,0.2575591504573822
pca,pca@16,16.0,train,8,0.282929390668869,0.25348377227783203
pca,pca@16,16.0,train,9,0.28065258264541626,0.25145789980888367
pca,pca@16,16.0,train,10,0.2832092046737671,0.25271785259246826
pca,pca@16,16.0,train,11,0.27493658661842346,0.2528863847255707
pca,pca@16,16.0,train,12,0.28280192613601685,0.2586399018764496
pca,pca@16,16.0,train,13,0.2819649279117584,0.25989580154418945
pca,pca@16,16.0,train,14,0.28376927971839905,0.2637563943862915
pca,pca@16,16.0,train,15,0.2751898169517517,0.2644570469856262
pca,pca@16,16.0,train,16,0.2813841700553894,0.2676119804382324
pca,pca@16,16.0,train,17,0.2791867256164551,0.26823359727859497
pca,pca@16,16.0,train,18,0.279336154460907,0.26805755496025085
pca,pca@16,16.0,train,19,0.2688499093055725,0.2677227854728699
pca,pca@16,16.0,train,20,0.273872435092926,0.26674410700798035
pca,pca@16,16.0,train,21,0.2700391709804535,0.2655041217803955
pca,pca@16,16.0,train,22,0.2696901261806488,0.26186320185661316
pca,pca@16,16.0,train,23,0.25810080766677856,0.2594272494316101
pca,pca@16,16.0,train,24,0.26386913657188416,0.2559799551963806
pca,pca@16,16.0,train,25,0.25984594225883484,0.25316378474235535
pca,pca@16,16.0,train,26,0.2606140375137329,0.24776412546634674
pca,pca@16,16.0,train,27,0.24953708052635193,0.24391566216945648
pca,pca@16,16.0,train,28,0.2572474479675293,0.24074430763721466
pca,pca@16,16.0,train,29,0.2542392313480377,0.2389962375164032
pca,pca@16,16.0,train,30,0.25642767548561096,0.24117055535316467
pca,pca@16,16.0,train,31,0.24653911590576172,0.2408536970615387
pca,pca@16,16.0,train,32,0.25561559200286865,0.24658629298210144
pca,pca@16,16.0,train,33,0.25338825583457947,0.24841837584972382
pca,pca@16,16.0,train,34,0.25609245896339417,0.25221508741378784
pca,pca@16,16.0,train,35,0.24666768312454224,0.25173595547676086
pca,pca@16,16.0,train,36,0.2557331621646881,0.25439703464508057
pca,pca@16,16.0,train,37,0.2532635033130646,0.25524187088012695
pca,pca@16,16.0,train,38,0.25561419129371643,0.2554405927658081
pca,pca@16,16.0,train,39,0.24581773579120636,0.254137247800827
pca,pca@16,16.0,train,40,0.2540082633495331,0.25240227580070496
pca,pca@16,16.0,train,41,0.25098949670791626,0.2519170939922333
pca,pca@16,16.0,train,42,0.25253772735595703,0.24931450188159943
pca,pca@16,16.0,train,43,0.24244700372219086,0.24716061353683472
pca,pca@16,16.0,train,44,0.24991846084594727,0.2434656172990799
pca,pca@16,16.0,train,45,0.24690642952919006,0.24172106385231018
pca,pca@16,16.0,train,46,0.24859632551670074,0.23826564848423004
pca,pca@16,16.0,train,47,0.23866192996501923,0.23552066087722778
pca,pca@16,16.0,train,48,0.24662885069847107,0.2326527088880539
pca,pca@16,16.0,train,49,0.24448511004447937,0.23214934766292572
pca,pca@16,16.0,train,50,0.24730995297431946,0.23307491838932037
pca,pca@16,16.0,train,51,0.23808977007865906,0.23534050583839417
pca,pca@16,16.0,train,52,0.24709346890449524,0.2382752150297165
pca,pca@16,16.0,train,53,0.24610361456871033,0.24158133566379547
pca,pca@16,16.0,train,54,0.24993014335632324,0.24415796995162964
pca,pca@16,16.0,train,55,0.24119053781032562,0.24756497144699097
pca,pca@16,16.0,train,56,0.2506914734840393,0.24985168874263763
pca,pca@16,16.0,train,57,0.2501445710659027,0.2528335154056549
pca,pca@16,16.0,train,58,0.25394654273986816,0.2540837526321411
pca,pca@16,16.0,train,59,0.24487029016017914,0.2562686800956726
pca,pca@16,16.0,train,60,0.2540161907672882,0.2568751871585846
pca,pca@16,16.0,train,61,0.25292491912841797,0.2579118311405182
pca,pca@16,16.0,train,62,0.2558477222919464,0.257342666387558
pca,pca@16,16.0,train,63,0.2461375892162323,0.25663867592811584
pca,pca@16,16.0,train,64,0.2546946704387665,0.25574228167533875
pca,pca@16,16.0,train,65,0.25347116589546204,0.25320741534233093
pca,pca@16,16.0,train,66,0.2556934058666229,0.2512426972389221
pca,pca@16,16.0,train,67,0.24606658518314362,0.24722707271575928
pca,pca@16,16.0,train,68,0.25506505370140076,0.24578428268432617
pca,pca@16,16.0,train,69,0.2542691230773926,0.24118484556674957
pca,pca@16,16.0,train,70,0.2569620609283447,0.2396022081375122
pca,pca@16,16.0,train,71,0.24826401472091675,0.23904018104076385
pca,pca@16,16.0,train,72,0.2586064636707306,0.24156905710697174
pca,pca@16,16.0,train,73,0.2588471472263336,0.24749234318733215
pca,pca@16,16.0,train,74,0.26265284419059753,0.24988581240177155
pca,pca@16,16.0,train,75,0.2552194893360138,0.25447964668273926
pca,pca@16,16.0,train,76,0.2664700448513031,0.2570900022983551
pca,pca@16,16.0,train,77,0.26754599809646606,0.26222726702690125
pca,pca@16,16.0,train,78,0.27172940969467163,0.26326486468315125
pca,pca@16,16.0,train,79,0.26504307985305786,0.2655758261680603
pca,pca@16,16.0,train,80,0.2755480706691742,0.2662116587162018
pca,pca@16,16.0,train,81,0.2766004502773285,0.2679155170917511
pca,pca@16,16.0,train,82,0.27975592017173767,0.2668733298778534
pca,pca@16,16.0,train,83,0.2728218138217926,0.2656756639480591
pca,pca@16,16.0,train,84,0.28137996792793274,0.2637005150318146
pca,pca@16,16.0,train,85,0.2816542685031891,0.2613529860973358
pca,pca@16,16.0,train,86,0.2833729684352875,0.25839006900787354
pca,pca@16,16.0,train,87,0.27557727694511414,0.2544826865196228
pca,pca@16,16.0,train,88,0.2830409109592438,0.2520715892314911
pca,pca@16,16.0,train,89,0.2827177047729492,0.25126469135284424
pca,pca@16,16.0,train,90,0.2848643362522125,0.2528473734855652
pca,pca@16,16.0,train,91,0.27665889263153076,0.2577305734157562
pca,pca@16,16.0,train,92,0.2864343225955963,0.26191246509552
pca,pca@16,16.0,train,93,0.2871057391166687,0.26831749081611633
pca,pca@16,16.0,train,94,0.2933555245399475,0.2723977267742157
pca,pca@16,16.0,train,95,0.2867339253425598,0.27882105112075806
pca,pca@16,16.0,train,96,0.30301934480667114,0.2828234136104584
