run_id,split_protocol,seed,model_family,model_or_variant,feature_source,input_dim,latent_dim,compression_ratio,selection_basis,uses_validation_for_selection,uses_test_for_selection,is_oracle_reference,test_accuracy,test_balanced_accuracy,test_macro_f1,test_mcc,test_log_loss,test_opposite_direction_rate,n_train,n_val,n_test,delta_macro_f1_vs_raw_tuned_within_run,delta_mcc_vs_raw_tuned_within_run,delta_macro_f1_vs_majority_within_run
random_window_naive_seed43,random_window_naive,43,raw_window_logistic,raw_window_logistic_untuned,raw_window_flattened,4000,,,fixed_C_1,False,False,False,0.5095486111111112,0.5251221171322809,0.45852857324399804,0.24303869711379164,1.0040230257232245,0.23433242506811988,5600,1200,1152,-0.0012141462842429895,-0.0031452620405752196,0.1883513232009762
random_window_naive_seed43,random_window_naive,43,raw_window_logistic,raw_window_logistic_tuned,raw_window_flattened,4000,,,validation_macro_f1_tie_mcc_log_loss_C=0.01,True,False,False,0.5104166666666666,0.5270829014460063,0.45974271952824103,0.24618395915436686,1.002069526449929,0.23705722070844687,5600,1200,1152,0.0,0.0,0.18956546948521918
random_window_naive_seed43,random_window_naive,43,raw_window_logistic,raw_window_logistic_test_oracle,raw_window_flattened,4000,,,test_macro_f1_oracle_C=0.01,False,True,True,0.5104166666666666,0.5270829014460063,0.45974271952824103,0.24618395915436686,1.002069526449929,0.23705722070844687,5600,1200,1152,0.0,0.0,0.18956546948521918
random_window_naive_seed43,random_window_naive,43,frozen_latent_head,reconstruction_best_latent_head,frozen_reconstruction_latent,128,128.0,31.25,reconstruction_best_test_normalized_mse:pca@128,False,True,True,0.5,0.47601527597362453,0.42913108445895337,0.20741139064209144,1.0271983731348395,0.3188010899182561,5600,1200,1152,-0.030611635069287657,-0.038772568512275424,0.15895383441593153
random_window_naive_seed43,random_window_naive,43,frozen_latent_head,validation_selected_latent_head,frozen_reconstruction_latent,40,40.0,100.0,validation_macro_f1_tie_mcc_log_loss_latent_dim_lexical:last_snapshot_repeat@40,True,False,False,0.5451388888888888,0.6160385677760386,0.5134438976975882,0.3365501996974715,0.9301107127583721,0.1771117166212534,5600,1200,1152,0.05370117816934722,0.09036624054310466,0.2432666476545664
random_window_naive_seed43,random_window_naive,43,frozen_latent_head,test_posthoc_best_latent_head,frozen_reconstruction_latent,40,40.0,100.0,posthoc_best_test_macro_f1:last_snapshot_repeat@40,False,True,True,0.5451388888888888,0.6160385677760386,0.5134438976975882,0.3365501996974715,0.9301107127583721,0.1771117166212534,5600,1200,1152,0.05370117816934722,0.09036624054310466,0.2432666476545664
random_block_purged_seed43,random_block_purged,43,baseline,majority,raw_window_flattened,4000,,,train_majority_class,False,False,False,0.7197049525816649,0.3333333333333333,0.2790032679738562,0.0,0.798625011401672,0.0,5779,924,949,-0.11208165962840566,-0.1299691221079292,0.0
random_block_purged_seed43,random_block_purged,43,raw_window_logistic,raw_window_logistic_untuned,raw_window_flattened,4000,,,fixed_C_1,False,False,False,0.46469968387776606,0.4489910835151498,0.3910849276022619,0.1299691221079292,1.0620280496061156,0.22180451127819548,5779,924,949,0.0,0.0,0.11208165962840566
random_block_purged_seed43,random_block_purged,43,raw_window_logistic,raw_window_logistic_tuned,raw_window_flattened,4000,,,validation_macro_f1_tie_mcc_log_loss_C=10,True,False,False,0.46469968387776606,0.4489910835151498,0.3910849276022619,0.1299691221079292,1.0620267784037851,0.22180451127819548,5779,924,949,0.0,0.0,0.11208165962840566
random_block_purged_seed43,random_block_purged,43,raw_window_logistic,raw_window_logistic_test_oracle,raw_window_flattened,4000,,,test_macro_f1_oracle_C=0.1,False,True,True,0.4657534246575342,0.44902315610100274,0.3918172375154887,0.12952689633482717,1.0661718501644046,0.21804511278195488,5779,924,949,0.000732309913226814,-0.00044222577310204514,0.11281396954163248
