model,variant,feature_source,input_dim,selected_C,selected_by,split,accuracy,balanced_accuracy,macro_f1,mcc,log_loss,weighted_f1,non_neutral_recall,non_neutral_precision,directional_accuracy_non_neutral,up_down_macro_f1,opposite_direction_rate
raw_window_logistic_tuned,raw_window_logistic_tuned@C=0.1,raw_window_flattened,4000,0.1,val_macro_f1_tie_mcc_log_loss,train,0.8632142857142857,0.9041927922394924,0.8459229633814772,0.7683474035083155,0.3894187812379068,0.8664514245338515,0.9511941848390446,0.7342685370741483,0.946521287642783,0.970194909937532,0.004672897196261682
raw_window_logistic_tuned,raw_window_logistic_tuned@C=0.1,raw_window_flattened,4000,0.1,val_macro_f1_tie_mcc_log_loss,val,0.685,0.4970286822207341,0.48983705450867815,0.2590733663615684,1.2542307333272305,0.6899296983344649,0.5049180327868853,0.4652567975830816,0.34098360655737703,0.45349764545040255,0.16393442622950818
raw_window_logistic_tuned,raw_window_logistic_tuned@C=0.1,raw_window_flattened,4000,0.1,val_macro_f1_tie_mcc_log_loss,test,0.4652777777777778,0.4078934104704928,0.39038251784027866,0.09779437575894978,2.0499886610372218,0.4879529324237298,0.5658536585365853,0.4,0.3463414634146341,0.4406674125601985,0.21951219512195122
